;Name;Set;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;IsCSO;IsOtherThing;IsInSupply;ImagePath
258;Guide;Adventures;['Action', 'Reserve'];$3;+1 Card+1 ActionPut this on your Tavern mat.At the start of your turn, you may call this, to discard your hand and draw 5 cards.;+1;+1, C-X?,+5?;;;;;;;;False;False;True;card_pictures/Adventures/Guide.jpg
259;Duplicate;Adventures;['Action', 'Reserve'];$4;Put this on your Tavern mat.When you gain a card costing up to $6, you may call this, to gain a copy of that card.;;;;;;;;C1;;False;False;True;card_pictures/Adventures/Duplicate.jpg
260;Magpie;Adventures;['Action'];$4;+1 Card+1 ActionReveal the top card of your deck. If it's a Treasure, put it into your hand. If it's an Action or Victory card, gain a Magpie.;+1;+1, +1?;;;;;;1?;;False;False;True;card_pictures/Adventures/Magpie.jpg
261;Messenger;Adventures;['Action'];$4;+1 Buy+$2You may put your deck into your discard pile.When this is your first buy in a turn, gain a card costing up to $4, and each other player gains a copy of it.;;;+1;+$2;;;;;;False;False;True;card_pictures/Adventures/Messenger.jpg
262;Miser;Adventures;['Action'];$4;"Choose one: Put a Copper from your hand onto your Tavern mat; or +$1 per Copper on your Tavern mat.";;;;+$x?;1?;;;;;False;False;True;card_pictures/Adventures/Miser.jpg
263;Port;Adventures;['Action'];$4;+1 Card+2 ActionsWhen you buy this, gain another Port.;+2;+1;;;;;;*1;;False;False;True;card_pictures/Adventures/Port.jpg
264;Ranger;Adventures;['Action'];$4;+1 BuyTurn your Journey token over (it starts face up). Then if it's face up, +5 Cards.;;+5?;+1;;;;;;;False;False;True;card_pictures/Adventures/Ranger.jpg
265;Transmogrify;Adventures;['Action', 'Reserve'];$4;+1 ActionPut this on your Tavern mat.At the start of your turn, you may call this, to trash a card from your hand, and gain a card to your hand costing up to $1 more than it.;+1;;;;C1;;;C1;;False;False;True;card_pictures/Adventures/Transmogrify.jpg
266;Artificer;Adventures;['Action'];$5;+1 Card+1 Action+$1Discard any number of cards. You may gain a card onto your deck costing exactly $1 per card discarded.;+1;+1,-X;;+$1;;;;1?;;False;False;True;card_pictures/Adventures/Artificer.jpg
267;Bridge Troll;Adventures;['Action', 'Attack', 'Duration'];$5;Each other player takes their –$1 token. Now and at the start of your next turn: +1 Buy.While this is in play, cards cost $1 less on your turns, but not less than $0.;;;+1, N +1;R1, N R1;;;;;;False;False;True;card_pictures/Adventures/Bridge_Troll.jpg
268;Distant Lands;Adventures;['Action', 'Reserve', 'Victory'];$5;Put this on your Tavern mat.Worth 4VP if on your Tavern mat at the end of the game (otherwise worth 0VP).;;;;;;;;;4VP?;False;False;True;card_pictures/Adventures/Distant_Lands.jpg
269;Giant;Adventures;['Action', 'Attack'];$5;Turn your Journey token over (it starts face up). Then if it's face down, +$1. If it's face up, +$5, and each other player reveals the top card of his deck, trashes it if it costs from $3 to $6, and otherwise discards it and gains a Curse.;;;;+$1, +$4?;;;1?;;;False;False;True;card_pictures/Adventures/Giant.jpg
270;Haunted Woods;Adventures;['Action', 'Attack', 'Duration'];$5;Until your next turn, when any other player buys a card, they put their hand onto their deck in any order. At the start of your next turn: +3 Cards;;N +3;;;;;;;;False;False;True;card_pictures/Adventures/Haunted_Woods.jpg
271;Lost City;Adventures;['Action'];$5;+2 Cards+2 ActionsWhen you gain this, each other player draws a card.;+2;+2;;;;;;;;False;False;True;card_pictures/Adventures/Lost_City.jpg
272;Relic;Adventures;['Treasure', 'Attack'];$5;$2When you play this, each other player puts their –1 Card token on their deck.;;;;+$2;;;;;;False;False;True;card_pictures/Adventures/Relic.jpg
273;Royal Carriage;Adventures;['Action', 'Reserve'];$5;+1 ActionPut this on your Tavern mat.Directly after you finish playing an Action card, if it's still in play, you may call this, to replay that Action.;+1C P1;;;;;;;;;False;False;True;card_pictures/Adventures/Royal_Carriage.jpg
274;Storyteller;Adventures;['Action'];$5;+1 Action+$1Play up to 3 Treasures from your hand. Then pay all of your $ (including the $1 from this) and draw a card per $1 you paid.;+1;+(X+1);;-$x;;;;;;False;False;True;card_pictures/Adventures/Storyteller.jpg
275;Swamp Hag;Adventures;['Action', 'Attack', 'Duration'];$5;Until your next turn, when any other player buys a card, they gain a Curse. At the start of your next turn: +$3.;;;;N +$3;;;1?;;;False;False;True;card_pictures/Adventures/Swamp_Hag.jpg
276;Treasure Trove;Adventures;['Treasure'];$5;$2When you play this, gain a Gold and a Copper.;;;;+$2;;;Self?;2;;False;False;True;card_pictures/Adventures/Treasure_Trove.jpg
277;Wine Merchant;Adventures;['Action', 'Reserve'];$5;+$4+1 BuyPut this on your Tavern mat.At the end of your Buy phase, if you have at least $2 unspent, you may discard this from your Tavern mat.;;;+1;+$4, C-$2?;;;;;;False;False;True;card_pictures/Adventures/Wine_Merchant.jpg
278;Hireling;Adventures;['Action', 'Duration'];$6;At the start of each of your turns for the rest of the game: +1 Card(This stays in play.);;N... +1;;;;;;;;False;False;True;card_pictures/Adventures/Hireling.jpg
279;Alms;Adventures;['Event'];$0;Once per turn: If you have no Treasures in play, gain a card costing up to $4.;;;;;;;;1;;True;False;False;card_pictures/Adventures/Alms.jpg
280;Borrow;Adventures;['Event'];$0;Once per turn: +1 Buy. If your –1 Card token isn't on your deck, put it there and +$1.;;;+1;+$1;;;;;;True;False;False;card_pictures/Adventures/Borrow.jpg
281;Quest;Adventures;['Event'];$0;You may discard an Attack, two Curses, or six cards. If you do, gain a Gold.;;-X;;;;;;1?;;True;False;False;card_pictures/Adventures/Quest.jpg
282;Save;Adventures;['Event'];$1;Once per turn: +1 Buy. Set aside a card from your hand, and put it into your hand at end of turn (after drawing).;;;+1;;;;;;;True;False;False;card_pictures/Adventures/Save.jpg
283;Scouting Party;Adventures;['Event'];$2;+1 BuyLook at the top 5 cards of your deck. Discard 3 and put the rest back in any order.;;;+1;;;;;;;True;False;False;card_pictures/Adventures/Scouting_Party.jpg
284;Travelling Fair;Adventures;['Event'];$2;+2 BuysWhen you gain a card this turn, you may put it onto your deck.;;;+2;;;;;;;True;False;False;card_pictures/Adventures/Travelling_Fair.jpg
285;Bonfire;Adventures;['Event'];$3;Trash up to 2 cards you have in play.;;;;;0-2;;;;;True;False;False;card_pictures/Adventures/Bonfire.jpg
286;Expedition;Adventures;['Event'];$3;Draw 2 extra cards for your next hand.;;N +2;;;;;;;;True;False;False;card_pictures/Adventures/Expedition.jpg
287;Ferry;Adventures;['Event'];$3;Move your –$2 cost token to an Action Supply pile. (Cards from that pile cost $2 less on your turns, but not less than $0.);;;;;;;;;;True;False;False;card_pictures/Adventures/Ferry.jpg
288;Plan;Adventures;['Event'];$3;Move your Trashing token to an Action Supply pile. (When you buy a card from that pile, you may trash a card from your hand.);;;;;**1?;;;;;True;False;False;card_pictures/Adventures/Plan.jpg
289;Mission;Adventures;['Event'];$4;Once per turn: If the previous turn wasn't yours, take another turn after this one, during which you can't buy cards.;;;;;;;;;;True;False;False;card_pictures/Adventures/Mission.jpg
290;Pilgrimage;Adventures;['Event'];$4;"Once per turn: Turn your Journey token over (it starts face up); then if it's face up, choose up to 3 differently named cards you have in play and gain a copy of each.";;;;;;;;3?;;True;False;False;card_pictures/Adventures/Pilgrimage.jpg
291;Ball;Adventures;['Event'];$5;Take your –$1 token. Gain 2 cards each costing up to $4.;;;;-$1;;;;2;;True;False;False;card_pictures/Adventures/Ball.jpg
292;Raid;Adventures;['Event'];$5;Gain a Silver per Silver you have in play. Each other player puts their –1 Card token on their deck.;;;;;;;;X;;True;False;False;card_pictures/Adventures/Raid.jpg
293;Seaway;Adventures;['Event'];$5;Gain an Action card costing up to $4. Move your +1 Buy token to its pile. (When you play a card from that pile, you first get +1 Buy.);;;**+1;;;;;1;;True;False;False;card_pictures/Adventures/Seaway.jpg
294;Trade;Adventures;['Event'];$5;Trash up to 2 cards from your hand. Gain a Silver per card you trashed.;;;;;0-2;;;0-2;;True;False;False;card_pictures/Adventures/Trade.jpg
295;Lost Arts;Adventures;['Event'];$6;Move your +1 Action token to an Action Supply pile. (When you play a card from that pile, you first get +1 Action.);**+1;;;;;;;;;True;False;False;card_pictures/Adventures/Lost_Arts.jpg
296;Training;Adventures;['Event'];$6;Move your +$1 token to an Action Supply pile. (When you play a card from that pile, you first get +$1.);;;;**+$1;;;;;;True;False;False;card_pictures/Adventures/Training.jpg
297;Inheritance;Adventures;['Event'];$7;"Once per game: Set aside a non-Command Action card from the Supply costing up to $4. Move your Estate token to it. (During your turns, Estates are also Actions with ""Play the card with your Estate token, leaving it there."")";;;;;;;;;;True;False;False;card_pictures/Adventures/Inheritance.jpg
298;Pathfinding;Adventures;['Event'];$8;Move your +1 Card token to an Action Supply pile. (When you play a card from that pile, you first get +1 Card.);;**+1;;;;;;;;True;False;False;card_pictures/Adventures/Pathfinding.jpg
299;Soldier;Adventures;['Action', 'Attack', 'Traveller'];$3*;+$2+$1 per other Attack you have in play. Each other player with 4 or more cards in hand discards a card.When you discard this from play, you may exchange it for a Fugitive.(This is not in the Supply.);;;;+$2 +$x;Self?;;;;;False;False;False;card_pictures/Adventures/Soldier.jpg
300;Fugitive;Adventures;['Action', 'Traveller'];$4*;+2 Cards+1 ActionDiscard a card.When you discard this from play, you may exchange it for a Disciple.(This is not in the Supply.);+1;+2, -1;;;Self?;;;;;False;False;False;card_pictures/Adventures/Fugitive.jpg
301;Disciple;Adventures;['Action', 'Traveller'];$5*;You may play an Action card from your hand twice. Gain a copy of it.When you discard this from play, you may exchange it for a Teacher.(This is not in the Supply.);P2;;;;Self?;;;1;;False;False;False;card_pictures/Adventures/Disciple.jpg
302;Teacher;Adventures;['Action', 'Reserve'];$6*;Put this on your Tavern mat.At the start of your turn, you may call this, to move your +1 Card, +1 Action, +1 Buy, or +$1 token to an Action Supply pile you have no tokens on. (When you play a card from that pile, you first get that bonus.)(This is not in the Supply.);C**+1?;C**+1?;C**+1?;C**+$1?;;;;;;False;False;False;card_pictures/Adventures/Teacher.jpg
303;Treasure Hunter;Adventures;['Action', 'Traveller'];$3*;+1 Action+$1Gain a Silver per card the player to your right gained on their last turn.When you discard this from play, you may exchange it for a Warrior.(This is not in the Supply.);+1;;;+$1;Self?;;;X;;False;False;False;card_pictures/Adventures/Treasure_Hunter.jpg
304;Warrior;Adventures;['Action', 'Attack', 'Traveller'];$4*;+2 CardsOnce per Traveller you have in play (including this), each other player discards the top card of their deck and trashes it if it costs $3 or $4.When you discard this from play, you may exchange it for a Hero.(This is not in the Supply.);;+2;;;Self?;;;;;False;False;False;card_pictures/Adventures/Warrior.jpg
305;Hero;Adventures;['Action', 'Traveller'];$5*;+$2Gain a Treasure.When you discard this from play, you may exchange it for a Champion.(This is not in the Supply.);;;;+$2;Self?;;;1;;False;False;False;card_pictures/Adventures/Hero.jpg
306;Champion;Adventures;['Action', 'Duration'];$6*;+1 ActionFor the rest of the game, when another player plays an Attack card, it doesn't affect you, and when you play an Action, +1 Action.(This stays in play. This is not in the Supply.);+1, **+1;;;;;;;;;False;False;False;card_pictures/Adventures/Champion.jpg
307;Engineer;Empires;['Action'];;Gain a card costing up to $4. You may trash this. If you do, gain a card costing up to $4.;;;;;Self?;;;1, 1?;;False;False;True;card_pictures/Empires/Engineer.jpg
308;City Quarter;Empires;['Action'];;+2 ActionsReveal your hand. +1 Card per Action card revealed.;+2;+X;;;;;;;;False;False;True;card_pictures/Empires/City_Quarter.jpg
309;Royal Blacksmith;Empires;['Action'];;"+5 CardsReveal your hand; discard the Coppers.";;+5,-X;;;;;;;;False;False;True;card_pictures/Empires/Royal_Blacksmith.jpg
310;Overlord;Empires;['Action', 'Command'];;Play a non-Command Action card from the Supply costing up to $5, leaving it there.;;;;;;;;;;False;False;True;card_pictures/Empires/Overlord.jpg
311;Encampment;Empires;['Action'];$2;+2 Cards+2 ActionsYou may reveal a Gold or Plunder from your hand. If you do not, set this aside, and return it to the Supply at the start of Clean-up.;+2;+2;;;Self?;;;;;False;False;True;card_pictures/Empires/Encampment.jpg
312;Patrician;Empires;['Action'];$2;+1 Card+1 ActionReveal the top card of your deck. If it costs $5 or more, put it into your hand.;+1;+1, +1?;;;;;;;;False;False;True;card_pictures/Empires/Patrician.jpg
313;Settlers;Empires;['Action'];$2;+1 Card+1 ActionLook through your discard pile. You may reveal a Copper from it and put it into your hand.;+1;+1;;+$1?;;;;;;False;False;True;card_pictures/Empires/Settlers.jpg
314;Catapult;Empires;['Action', 'Attack'];$3;+$1Trash a card from your hand. If it costs $3 or more, each other player gains a Curse. If it's a Treasure, each other player discards down to 3 cards in hand.;;;;+$1;1;;1?;;;False;False;True;card_pictures/Empires/Catapult.jpg
315;Chariot Race;Empires;['Action'];$3;+1 ActionReveal the top card of your deck and put it into your hand. The player to your left reveals the top card of their deck. If your card costs more, +$1 and +1VP.;+1;+1;;+$1?;;;;;+1VP?;False;False;True;card_pictures/Empires/Chariot_Race.jpg
316;Enchantress;Empires;['Action', 'Attack', 'Duration'];$3;Until your next turn, the first time each other player plays an Action card on their turn, they get +1 Card and +1 Action instead of following its instructions.At the start of your next turn, +2 Cards.;;N +2;;;;;;;;False;False;True;card_pictures/Empires/Enchantress.jpg
317;Farmers' Market;Empires;['Action', 'Gathering'];$3;+1 BuyIf there are 4VP or more on the Farmers' Market Supply pile, take them and trash this. Otherwise, add 1VP to the pile and then +$1 per 1VP on the pile.;;;+1;+$1?, +$1?, +$1?, +$1?;Self?;;;;+4VP?;False;False;True;card_pictures/Empires/Farmers'_Market.jpg
318;Gladiator;Empires;['Action'];$3;+$2Reveal a card from your hand. The player to your left may reveal a copy from their hand. If they do not, +$1 and trash a Gladiator from the Supply.;;;;+$2, +$1?;;;;;;False;False;True;card_pictures/Empires/Gladiator.jpg
319;Rocks;Empires;['Treasure'];$4;"$1When you gain or trash this, gain a Silver; if it is your Buy phase, put the Silver on your deck, otherwise put it into your hand.";;*+1;;+$1;;;;*1;;False;False;False;card_pictures/Empires/Rocks.jpg
320;Sacrifice;Empires;['Action'];$4;Trash a card from your hand. If it's an…Action card, +2 Cards, +2 ActionsTreasure card, +$2Victory card, +2VP;+2?;+2?;;+$2?;1;;;;+2VP?;False;False;True;card_pictures/Empires/Sacrifice.jpg
321;Temple;Empires;['Action', 'Gathering'];$4;+1VPTrash from 1 to 3 differently named cards from your hand. Add 1VP to the Temple Supply pileWhen you gain this, take the VP from the Temple Supply pile.;;;;;1-3;;;;+1VP*+XVP;False;False;True;card_pictures/Empires/Temple.jpg
322;Villa;Empires;['Action'];$4;+2 Actions+1 Buy+$1When you gain this, put it into your hand, +1 Action, and if it's your Buy phase return to your Action phase.;+2*+1;*+Self;+1;+$1;;;;;;False;False;True;card_pictures/Empires/Villa.jpg
323;Archive;Empires;['Action', 'Duration'];$5;+1 ActionSet aside the top 3 cards of your deck face down (you may look at them). Now and at the start of your next two turns, put one into your hand.;+1;+1, N+1, NN+1;;;;;;;;False;False;True;card_pictures/Empires/Archive.jpg
324;Bustling Village;Empires;['Action'];$5;+1 Card+3 ActionsLook through your discard pile. You may reveal a Settlers from it and put it into your hand.;+3;+1, +1?;;;;;;;;False;False;False;card_pictures/Empires/Bustling_Village.jpg
325;Capital;Empires;['Treasure'];$5;$6+1 BuyWhen you discard this from play, take , and then you may pay off;;;+1;+$6, N +;;;;;;False;False;True;card_pictures/Empires/Capital.jpg
326;Charm;Empires;['Treasure'];$5;"When you play this, choose one: +1 Buy and +$2; or the next time you buy a card this turn, you may also gain a differently named card with the same cost.";;;+1?;+$2?;;;;1?;;False;False;True;card_pictures/Empires/Charm.jpg
327;Crown;Empires;['Action', 'Treasure'];$5;If it's your Action phase, you may play an Action from your hand twice. If it's your Buy phase, you may play a Treasure from your hand twice.;P2?;;;;;;;;;False;False;True;card_pictures/Empires/Crown.jpg
328;Emporium;Empires;['Action'];$5;+1 Card+1 Action+$1When you gain this, if you have at least 5 Action cards in play, +2VP.;+1;+1;;+$1;;;;;*+2VP;False;False;True;card_pictures/Empires/Emporium.jpg
329;Forum;Empires;['Action'];$5;+3 Cards+1 ActionDiscard 2 cardsWhen you buy this, +1 Buy.;+1;+3, -2;*+1;;;;;;;False;False;True;card_pictures/Empires/Forum.jpg
330;Groundskeeper;Empires;['Action'];$5;+1 Card+1 ActionWhile this is in play, when you gain a Victory card, +1VP.;+1;+1;;;;;;;+XVP;False;False;True;card_pictures/Empires/Groundskeeper.jpg
331;Legionary;Empires;['Action', 'Attack'];$5;+$3You may reveal a Gold from your hand. If you do, each other player discards down to 2 cards in hand, then draws a card.;;;;+$3;;;;;;False;False;True;card_pictures/Empires/Legionary.jpg
332;Plunder;Empires;['Treasure'];$5;$2+1VP;;;;+$2;;;;;+1VP;False;False;False;card_pictures/Empires/Plunder.jpg
333;Wild Hunt;Empires;['Action', 'Gathering'];$5;"Choose one: +3 Cards and add 1VP to the Wild Hunt Supply pile; or gain an Estate, and if you do, take the VP from the pile.";;+3?;;;;;;1?;(+1VP)+XVP;False;False;True;card_pictures/Empires/Wild_Hunt.jpg
334;Fortune;Empires;['Treasure'];$8;+1 BuyWhen you play this, double your $ if you haven't yet this turn.When you gain this, gain a Gold per Gladiator you have in play.;;;+1;$xP?;;;;;;False;False;True;card_pictures/Empires/Fortune.jpg
335;Humble Castle;Empires;['Treasure', 'Victory', 'Castle'];$3;$1Worth 1VP per Castle you have.;;;;+$1;;;;;XVP;False;False;False;card_pictures/Empires/Humble_Castle.jpg
336;Crumbling Castle;Empires;['Victory', 'Castle'];$4;1VPWhen you gain or trash this, +1VP and gain a Silver.;;;;;;;;*1;1VP*+1VP;False;False;False;card_pictures/Empires/Crumbling_Castle.jpg
337;Small Castle;Empires;['Action', 'Victory', 'Castle'];$5;Trash this or a Castle from your hand. If you do, gain a Castle.2VP;;;;;1 or Self;;;1;2VP;False;False;False;card_pictures/Empires/Small_Castle.jpg
338;Haunted Castle;Empires;['Victory', 'Castle'];$6;2VPWhen you gain this during your turn, gain a Gold, and each other player with 5 or more cards in hand puts 2 cards from their hand onto their deck.;;;;;;;;*1;2VP;False;False;False;card_pictures/Empires/Haunted_Castle.jpg
339;Opulent Castle;Empires;['Action', 'Victory', 'Castle'];$7;Discard any number of Victory cards. +$2 per card discarded.3VP;;-X;;+$xx2;;;;;3VP;False;False;False;card_pictures/Empires/Opulent_Castle.jpg
340;Sprawling Castle;Empires;['Victory', 'Castle'];$8;4VPWhen you gain this, gain a Duchy or 3 Estates.;;;;;;;;*1-3;4VP(*+3VP);False;False;False;card_pictures/Empires/Sprawling_Castle.jpg
341;Grand Castle;Empires;['Victory', 'Castle'];$9;5VPWhen you gain this, reveal your hand. +1VP per Victory card in your hand and/or in play.;;;;;;;;;5VP*+XVP;False;False;False;card_pictures/Empires/Grand_Castle.jpg
342;King's Castle;Empires;['Victory', 'Castle'];$10;Worth 2VP per Castle you have.;;;;;;;;;XVP;False;False;False;card_pictures/Empires/King's_Castle.jpg
343;Triumph;Empires;['Event'];;Gain an Estate. If you did, +1VP per card you've gained this turn.;;;;;;;;1;(+1VP)+XVP;True;False;False;card_pictures/Empires/Triumph.jpg
344;Annex;Empires;['Event'];;Look through your discard pile. Shuffle all but up to 5 cards from it into your deck. Gain a Duchy.;;;;;;;;1;(+3VP);True;False;False;card_pictures/Empires/Annex.jpg
345;Donate;Empires;['Event'];;After this turn, put all cards from your deck and discard pile into your hand, trash any number, shuffle your hand into your deck, then draw 5 cards.;;;;;X;;;;;True;False;False;card_pictures/Empires/Donate.jpg
346;Advance;Empires;['Event'];$0;You may trash an Action card from your hand. If you do, gain an Action card costing up to $6.;;;;;1?;;;1;;True;False;False;card_pictures/Empires/Advance.jpg
347;Delve;Empires;['Event'];$2;+1 BuyGain a Silver.;;;+1;;;;;1;;True;False;False;card_pictures/Empires/Delve.jpg
348;Tax;Empires;['Event'];$2;Add to a Supply pile.Setup: Add to each Supply pile. When a player buys a card, they take the from its pile.;;;;;;;;;;True;False;False;card_pictures/Empires/Tax.jpg
349;Banquet;Empires;['Event'];$3;Gain 2 Coppers and a non-Victory card costing up to $5.;;;;;;2 Self?;;3;;True;False;False;card_pictures/Empires/Banquet.jpg
350;Ritual;Empires;['Event'];$4;Gain a Curse. If you do, trash a card from your hand. +1VP per $1 it cost.;;;;;1;;;1;+XVP;True;False;False;card_pictures/Empires/Ritual.jpg
351;Salt the Earth;Empires;['Event'];$4;+1VPTrash a Victory card from the Supply.;;;;;1;;;;+1VP;True;False;False;card_pictures/Empires/Salt_the_Earth.jpg
352;Wedding;Empires;['Event'];$4;+1VPGain a Gold.;;;;;;;;1;+1VP;True;False;False;card_pictures/Empires/Wedding.jpg
353;Windfall;Empires;['Event'];$5;If your deck and discard pile are empty, gain 3 Golds.;;;;;;;;3;;True;False;False;card_pictures/Empires/Windfall.jpg
354;Conquest;Empires;['Event'];$6;Gain 2 Silvers. +1VP per Silver you've gained this turn.;;;;;;;;2;+XVP;True;False;False;card_pictures/Empires/Conquest.jpg
355;Dominate;Empires;['Event'];$14;Gain a Province. If you do, +9VP.;;;;;;;;1;+9VP(+6VP);True;False;False;card_pictures/Empires/Dominate.jpg
356;Aqueduct;Empires;['Landmark'];;When you gain a Treasure, move 1VP from its pile to this. When you gain a Victory card, take the VP from this.Setup: Put 8VP on the Silver and Gold piles.;;;;;;;;;+XVP;True;False;False;card_pictures/Empires/Aqueduct.jpg
357;Arena;Empires;['Landmark'];;At the start of your Buy phase, you may discard an Action card. If you do, take 2VP from here.Setup: Put 6VP here per player.;;;;;;;;;+2VP;True;False;False;card_pictures/Empires/Arena.jpg
358;Bandit Fort;Empires;['Landmark'];;When scoring, -2VP for each Silver and each Gold you have.;;;;;;;;;-XVP;True;False;False;card_pictures/Empires/Bandit_Fort.jpg
359;Basilica;Empires;['Landmark'];;When you buy a card, if you have $2 or more left, take 2VP from here.Setup: Put 6VP here per player.;;;;;;;;;+2VP;True;False;False;card_pictures/Empires/Basilica.jpg
360;Battlefield;Empires;['Landmark'];;When you gain a Victory card, take 2VP from here.Setup: Put 6VP here per player.;;;;;;;;;+2VP;True;False;False;card_pictures/Empires/Battlefield.jpg
361;Baths;Empires;['Landmark'];;When you end your turn without having gained a card, take 2VP from here.Setup: Put 6VP here per player.;;;;;;;;;+2VP;True;False;False;card_pictures/Empires/Baths.jpg
362;Colonnade;Empires;['Landmark'];;When you buy an Action card, if you have a copy of it in play, take 2VP from here.Setup: Put 6VP here per player.;;;;;;;;;+2VP;True;False;False;card_pictures/Empires/Colonnade.jpg
363;Defiled Shrine;Empires;['Landmark'];;When you gain an Action, move 1VP from its pile to this. When you buy a Curse, take the VP from this.Setup: Put 2VP on each non-Gathering Action Supply pile.;;;;;;;;;+XVP;True;False;False;card_pictures/Empires/Defiled_Shrine.jpg
364;Fountain;Empires;['Landmark'];;When scoring, 15VP if you have at least 10 Coppers.;;;;;;;;;15VP?;True;False;False;card_pictures/Empires/Fountain.jpg
365;Keep;Empires;['Landmark'];;When scoring, 5VP per differently named Treasure you have, that you have more copies of than each other player, or tied for most.;;;;;;;;;XVP;True;False;False;card_pictures/Empires/Keep.jpg
366;Labyrinth;Empires;['Landmark'];;When you gain a 2nd card in one of your turns, take 2VP from here.Setup: Put 6VP here per player.;;;;;;;;;+2VP;True;False;False;card_pictures/Empires/Labyrinth.jpg
367;Mountain Pass;Empires;['Landmark'];;When you are the first player to gain a Province, after that turn, each player bids once, up to , ending with you. High bidder gets +8VP and takes the they bid.;;;;;;;;;8VP;True;False;False;card_pictures/Empires/Mountain_Pass.jpg
368;Museum;Empires;['Landmark'];;When scoring, 2VP per differently named card you have.;;;;;;;;;XVP;True;False;False;card_pictures/Empires/Museum.jpg
369;Obelisk;Empires;['Landmark'];;When scoring, 2VP per card you have from the chosen pile.Setup: Choose a random Action Supply pile.;;;;;;;;;XVP;True;False;False;card_pictures/Empires/Obelisk.jpg
370;Orchard;Empires;['Landmark'];;When scoring, 4VP per differently named Action card you have 3 or more copies of.;;;;;;;;;XVP;True;False;False;card_pictures/Empires/Orchard.jpg
371;Palace;Empires;['Landmark'];;When scoring, 3VP per set you have of Copper - Silver - Gold.;;;;;;;;;XVP;True;False;False;card_pictures/Empires/Palace.jpg
372;Tomb;Empires;['Landmark'];;When you trash a card, +1VP.;;;;;;;;;+XVP;True;False;False;card_pictures/Empires/Tomb.jpg
373;Tower;Empires;['Landmark'];;When scoring, 1VP per non-Victory card you have from an empty Supply pile.;;;;;;;;;XVP;True;False;False;card_pictures/Empires/Tower.jpg
374;Triumphal Arch;Empires;['Landmark'];;When scoring, 3VP per copy you have of the 2nd most common Action card among your cards (if it’s a tie, count either).;;;;;;;;;XVP;True;False;False;card_pictures/Empires/Triumphal_Arch.jpg
375;Wall;Empires;['Landmark'];;When scoring, -1VP per card you have after the first 15.;;;;;;;;;-XVP;True;False;False;card_pictures/Empires/Wall.jpg
376;Wolf Den;Empires;['Landmark'];;When scoring, -3VP per card you have exactly one copy of.;;;;;;;;;-XVP;True;False;False;card_pictures/Empires/Wolf_Den.jpg
377;Druid;Nocturne;['Action', 'Fate'];$2;+1 BuyReceive one of the set-aside Boons (leaving it there).Setup: Set aside the top 3 Boons face up.;;;+1;;;;;;;False;False;True;card_pictures/Nocturne/Druid.jpg
378;Faithful Hound;Nocturne;['Action', 'Reaction'];$2;+2 CardsWhen you discard this other than during Clean-up, you may set it aside, and put it into your hand at end of turn.;;+2;;;;;;;;False;False;True;card_pictures/Nocturne/Faithful_Hound.jpg
379;Guardian;Nocturne;['Night', 'Duration'];$2;Until your next turn, when another player plays an Attack card, it doesn't affect you. At the start of your next turn, +$1.This is gained to your hand (instead of your discard pile).;;;;N +$1;;;;;;False;False;True;card_pictures/Nocturne/Guardian.jpg
380;Monastery;Nocturne;['Night'];$2;For each card you've gained this turn, you may trash a card from your hand or a Copper you have in play.;;;;;X;;;;;False;False;True;card_pictures/Nocturne/Monastery.jpg
381;Pixie;Nocturne;['Action', 'Fate'];$2;+1 Card+1 ActionDiscard the top Boon. You may trash this to receive that Boon twice.Heirloom: Goat;+1;+1;;;Self?;;;;;False;False;True;card_pictures/Nocturne/Pixie.jpg
382;Tracker;Nocturne;['Action', 'Fate'];$2;+$1Receive a Boon.While this is in play, when you gain a card, you may put that card onto your deck.Heirloom: Pouch;;;;+$1;;;;;;False;False;True;card_pictures/Nocturne/Tracker.jpg
383;Changeling;Nocturne;['Night'];$3;Trash this. Gain a copy of a card you have in play.In games using this, when you gain a card costing $3 or more, you may exchange it for a Changeling.;;;;;Self;;;1;;False;False;True;card_pictures/Nocturne/Changeling.jpg
384;Fool;Nocturne;['Action', 'Fate'];$3;If you aren't the player with Lost in the Woods, take it, take 3 Boons, and receive the Boons in any order.Heirloom: Lucky Coin;;;;;;;;;;False;False;True;card_pictures/Nocturne/Fool.jpg
385;Ghost Town;Nocturne;['Night', 'Duration'];$3;At the start of your next turn, +1 Card and +1 Action.This is gained to your hand (instead of your discard pile).;N +1;N +1;;;;;;;;False;False;True;card_pictures/Nocturne/Ghost_Town.jpg
386;Leprechaun;Nocturne;['Action', 'Doom'];$3;Gain a Gold. If you have exactly 7 cards in play, gain a Wish from its pile. Otherwise, receive a Hex.;;;;;;;;1, 1?;;False;False;True;card_pictures/Nocturne/Leprechaun.jpg
387;Night Watchman;Nocturne;['Night'];$3;Look at the top 5 cards of your deck, discard any number, and put the rest back in any order.This is gained to your hand (instead of your discard pile).;;;;;;;;;;False;False;True;card_pictures/Nocturne/Night_Watchman.jpg
388;Secret Cave;Nocturne;['Action', 'Duration'];$3;+1 Card+1 ActionYou may discard 3 cards. If you did, then at the start of your next turn, +$3.Heirloom: Magic Lamp;+1;+1, -3?;;N +$3?;;;;;;False;False;True;card_pictures/Nocturne/Secret_Cave.jpg
