Name;Expansion;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;ImagePath
Gear;Adventures;Action - Duration;$3;+2 Cards Set aside up to 2 cards from your hand face down (under this). At the start of your next turn, put them into your hand.;;+2, - 0-2?(X), N +X;;;;;;;;Adventures/Gear.jpg
Guide;Adventures;Action - Reserve;$3;+1 Card +1 Action Put this on your Tavern mat.At the start of your turn, you may call this, to discard your hand and draw 5 cards.;+1;+1, C-X?, !+5;;;;;;;;Adventures/Guide.jpg
Duplicate;Adventures;Action - Reserve;$4;Put this on your Tavern mat.When you gain a card costing up to $6, you may call this, to gain a copy of that card.;;;;;;;;C1;;Adventures/Duplicate.jpg
Magpie;Adventures;Action;$4;+1 Card +1 Action Reveal the top card of your deck. If it's a Treasure, put it into your hand. If it's an Action or Victory card, gain a Magpie.;+1;+1, !+1;;;;;;!1;;Adventures/Magpie.jpg
Messenger;Adventures;Action;$4;+1 Buy +$2 You may put your deck into your discard pile.When this is the first card you gain in your Buy phase, gain a card costing up to $4, and each other player gains a copy of it.;;;+1;+$2;;;;!1;;Adventures/Messenger.jpg
Miser;Adventures;Action;$4;"Choose one: Put a Copper from your hand onto your Tavern mat; or +$1 per Copper on your Tavern mat.";;;;+$X?;1?;;;;;Adventures/Miser.jpg
Port;Adventures;Action;$4;+1 Card +2 ActionsWhen you gain this, gain another Port (that doesn't come with another).;+2;+1;;;;;;*1;;Adventures/Port.jpg
Ranger;Adventures;Action;$4;+1 Buy Turn your Journey token over (it starts face up). Then if it's face up, +5 Cards.;;!+5;+1;;;;;;;Adventures/Ranger.jpg
Transmogrify;Adventures;Action - Reserve;$4;+1 Action Put this on your Tavern mat.At the start of your turn, you may call this, to trash a card from your hand, and gain a card to your hand costing up to $1 more than it.;+1;C(+1);;;C1;;;C1;;Adventures/Transmogrify.jpg
Artificer;Adventures;Action;$5;+1 Card +1 Action +$1 Discard any number of cards. You may gain a card onto your deck costing exactly $1 per card discarded.;+1;+1, -X;;+$1;;;;1?;;Adventures/Artificer.jpg
Bridge Troll;Adventures;Action - Attack - Duration;$5;Each other player takes their –$1 token. On this turn and your next turn, cards cost $1 less. Now and at the start of your next turn: +1 Buy.;;;+1, N +1;R1, N R1;;;;;;Adventures/Bridge_Troll.jpg
Distant Lands;Adventures;Action - Reserve - Victory;$5;Put this on your Tavern mat.Worth 4 if on your Tavern mat at the end of the game (otherwise worth 0 ).;;;;;;;;;!4;Adventures/Distant_Lands.jpg
Giant;Adventures;Action - Attack;$5;Turn your Journey token over (it starts face up). Then if it's face down, +$1. If it's face up, +$5, and each other player reveals the top card of thier deck, trashes it if it costs from $3 to $6, and otherwise discards it and gains a Curse.;;;;+$1, !+$4;;;!1;;;Adventures/Giant.jpg
Haunted Woods;Adventures;Action - Attack - Duration;$5;At the start of your next turn: +3 Cards. Until then, when any other player gains a card they bought, they put their hand onto their deck in any order.;;N +3;;;;;;;;Adventures/Haunted_Woods.jpg
Lost City;Adventures;Action;$5;+2 Cards +2 ActionsWhen you gain this, each other player draws a card.;+2;+2;;;;;;;;Adventures/Lost_City.jpg
Relic;Adventures;Treasure - Attack;$5;$2 When you play this, each other player puts their –1 Card token on their deck.;;;;+$2;;;;;;Adventures/Relic.jpg
Royal Carriage;Adventures;Action - Reserve;$5;+1 Action Put this on your Tavern mat.After you play an Action card, if it's still in play, you may call this, to replay that Action.;+1 C P1;;;;;;;;;Adventures/Royal_Carriage.jpg
Storyteller;Adventures;Action;$5;+1 Action Play up to 3 Treasures from your hand. Then, +1 Card, and pay all of your $ and +1 Card per $1 you paid.;+1;+1, +X;;-$X;;;;;;Adventures/Storyteller.jpg
Swamp Hag;Adventures;Action - Attack - Duration;$5;At the start of your next turn +$3. Until then, when any other player gains a card they bought, they gain a Curse.;;;;N +$3;;;!1;;;Adventures/Swamp_Hag.jpg
Treasure Trove;Adventures;Treasure;$5;$2 Gain a Gold and a Copper.;;;;+$2;;;Self;2;;Adventures/Treasure_Trove.jpg
Wine Merchant;Adventures;Action - Reserve;$5;+$4 +1 Buy Put this on your Tavern mat.At the end of your Buy phase, if you have at least $2 unspent, you may discard this from your Tavern mat.;;;+1;+$4, C-$2?;;;;;;Adventures/Wine_Merchant.jpg
Hireling;Adventures;Action - Duration;$6;At the start of each of your turns for the rest of the game: +1 Card;;N... +1;;;;;;;;Adventures/Hireling.jpg
Alms;Adventures;Event;$0;Once per turn: If you have no Treasures in play, gain a card costing up to $4.;;;;;;;;!1;;Adventures/Alms.jpg
Borrow;Adventures;Event;$0;Once per turn: +1 Buy. If your –1 Card token isn't on your deck, put it there and +$1.;;(N -1);+1;!+$1;;;;;;Adventures/Borrow.jpg
Quest;Adventures;Event;$0;You may discard an Attack, two Curses, or six cards. If you do, gain a Gold.;;-X;;;;;;!1;;Adventures/Quest.jpg
Save;Adventures;Event;$1;Once per turn: +1 Buy. Set aside a card from your hand, and put it into your hand at end of turn (after drawing).;;-1, (N +1);+1;;;;;;;Adventures/Save.jpg
Scouting Party;Adventures;Event;$2;+1 Buy Look at the top 5 cards of your deck. Discard 3 and put the rest back in any order.;;;+1;;;;;;;Adventures/Scouting_Party.jpg
Travelling Fair;Adventures;Event;$2;+2 Buys When you gain a card this turn, you may put it onto your deck.;;;+2;;;;;;;Adventures/Travelling_Fair.jpg
Bonfire;Adventures;Event;$3;Trash up to 2 Coppers you have in play.;;;;;0-2?;;;;;Adventures/Bonfire.jpg
Expedition;Adventures;Event;$3;Draw 2 extra cards for your next hand.;;(N +2);;;;;;;;Adventures/Expedition.jpg
Ferry;Adventures;Event;$3;Move your –$2 token to an Action Supply pile. (Cards from that pile cost $2 less on your turns.);;;;**R2;;;;;;Adventures/Ferry.jpg
Plan;Adventures;Event;$3;Move your Trashing token to an Action Supply pile. (When you gain a card from that pile, you may trash a card from your hand.);;;;;**1?;;;;;Adventures/Plan.jpg
Mission;Adventures;Event;$4;Take an extra turn after this one (but not a 3rd turn in a row), during which you can't buy cards. (You can still buy Events.);;;;;;;;;;Adventures/Mission.jpg
Pilgrimage;Adventures;Event;$4;"Once per turn: Turn your Journey token over (it starts face up); then if it's face up, choose up to 3 differently named cards you have in play and gain a copy of each.";;;;;;;;!0-3?;;Adventures/Pilgrimage.jpg
Ball;Adventures;Event;$5;Take your –$1 token. Gain 2 cards each costing up to $4.;;;;-$1;;;;2;;Adventures/Ball.jpg
Raid;Adventures;Event;$5;Gain a Silver per Silver you have in play. Each other player puts their –1 Card token on their deck.;;;;;;;;X;;Adventures/Raid.jpg
Seaway;Adventures;Event;$5;Gain an Action card costing up to $4. Move your +1 Buy token to its pile. (When you play a card from that pile, you first get +1 Buy.);;;**+1;;;;;1;;Adventures/Seaway.jpg
Trade;Adventures;Event;$5;Trash up to 2 cards from your hand. Gain a Silver per card you trashed.;;;;;0-2?;;;!0-2;;Adventures/Trade.jpg
Lost Arts;Adventures;Event;$6;Move your +1 Action token to an Action Supply pile. (When you play a card from that pile, you first get +1 Action.);**+1;;;;;;;;;Adventures/Lost_Arts.jpg
Training;Adventures;Event;$6;Move your +$1 token to an Action Supply pile. (When you play a card from that pile, you first get +$1.);;;;**+$1;;;;;;Adventures/Training.jpg
Inheritance;Adventures;Event;$7;Once per game: Set aside a non-Command Action card from the Supply costing up to $4. Move your Estate token to it. (During your turns, Estates are also Command Actions with “Play the card with your Estate token, leaving it there.”);(P1);;;;;;;;;Adventures/Inheritance.jpg
Pathfinding;Adventures;Event;$8;Move your +1 Card token to an Action Supply pile. (When you play a card from that pile, you first get +1 Card.);;**+1;;;;;;;;Adventures/Pathfinding.jpg
Soldier;Adventures;Action - Attack - Traveller;$3*;+$2 +$1 per other Attack you have in play. Each other player with 4 or more cards in hand discards a card.When you discard this from play, you may exchange it for a Fugitive. (This is not in the Supply.);;;;+$2, +$X;Self?;;;;;Adventures/Soldier.jpg
Fugitive;Adventures;Action - Traveller;$4*;+2 Cards +1 Action Discard a card.When you discard this from play, you may exchange it for a Disciple. (This is not in the Supply.);+1;+2, -1;;;Self?;;;;;Adventures/Fugitive.jpg
Disciple;Adventures;Action - Traveller;$5*;You may play an Action card from your hand twice. Gain a copy of it.When you discard this from play, you may exchange it for a Teacher. (This is not in the Supply.);P2?;;;;Self?;;;!1;;Adventures/Disciple.jpg
Teacher;Adventures;Action - Reserve;$6*;Put this on your Tavern mat.At the start of your turn, you may call this, to move your +1 Card, +1 Action, +1 Buy, or +$1 token to an Action Supply pile you have no tokens on. (When you play a card from that pile, you first get that bonus.) (This is not in the Supply.);C**+1?;C**+1?;C**+1?;C**+$1?;;;;;;Adventures/Teacher.jpg
Treasure Hunter;Adventures;Action - Traveller;$3*;+1 Action +$1 Gain a Silver per card the player to your right gained on their last turn.When you discard this from play, you may exchange it for a Warrior. (This is not in the Supply.);+1;;;+$1;Self?;;;X;;Adventures/Treasure_Hunter.jpg
Warrior;Adventures;Action - Attack - Traveller;$4*;+2 Cards Once per Traveller you have in play (including this), each other player discards the top card of their deck and trashes it if it costs $3 or $4.When you discard this from play, you may exchange it for a Hero. (This is not in the Supply.);;+2;;;Self?;;;;;Adventures/Warrior.jpg
Hero;Adventures;Action - Traveller;$5*;+$2 Gain a Treasure.When you discard this from play, you may exchange it for a Champion. (This is not in the Supply.);;;;+$2;Self?;;;1;;Adventures/Hero.jpg
Champion;Adventures;Action - Duration;$6*;+1 Action For the rest of the game, when another player plays an Attack, it doesn't affect you, and when you play an Action card, you first get +1 Action. (This is not in the Supply.);+1, **+X;;;;;;;;;Adventures/Champion.jpg
Engineer;Empires;Action;4D;Gain a card costing up to $4. You may trash this. If you do, gain a card costing up to $4.;;;;;Self?;;;1, !1;;Empires/Engineer.jpg
City Quarter;Empires;Action;8D;+2 Actions Reveal your hand. +1 Card per Action card revealed.;+2;+X;;;;;;;;Empires/City_Quarter.jpg
Royal Blacksmith;Empires;Action;8D;"+5 Cards Reveal your hand; discard the Coppers.";;+5, -X;;;;;;;;Empires/Royal_Blacksmith.jpg
Overlord;Empires;Action - Command;8D;Play a non-Command Action card from the Supply costing up to $5, leaving it there.;(P1);;;;;;;;;Empires/Overlord.jpg
Encampment;Empires;Action;$2;+2 Cards +2 Actions You may reveal a Gold or Plunder from your hand. If you do not, set this aside, and return it to its pile at the start of Clean-up.;+2;+2;;;!Self;;;;;Empires/Encampment.jpg
Patrician;Empires;Action;$2;+1 Card +1 Action Reveal the top card of your deck. If it costs $5 or more, put it into your hand.;+1;+1, !+1;;;;;;;;Empires/Patrician.jpg
Settlers;Empires;Action;$2;+1 Card +1 Action Look through your discard pile. You may reveal a Copper from it and put it into your hand.;+1;+1, +1?;;(+$1)?;;;;;;Empires/Settlers.jpg
Catapult;Empires;Action - Attack;$3;+$1 Trash a card from your hand. If it costs $3 or more, each other player gains a Curse. If it's a Treasure, each other player discards down to 3 cards in hand.;;;;+$1;1;;!1;;;Empires/Catapult.jpg
Chariot Race;Empires;Action;$3;+1 Action Reveal the top card of your deck and put it into your hand. The player to your left reveals the top card of their deck. If your card costs more, +$1 and +1 .;+1;+1;;!+$1;;;;;!+1;Empires/Chariot_Race.jpg
Enchantress;Empires;Action - Attack - Duration;$3;Until your next turn, the first time each other player plays an Action card on their turn, they get +1 Card and +1 Action instead of following its instructions. At the start of your next turn, +2 Cards.;;N +2;;;;;;;;Empires/Enchantress.jpg
Farmers' Market;Empires;Action - Gathering;$3;+1 Buy If there are 4 or more on the Farmers' Market pile, take them and trash this. Otherwise, add 1 to the pile and then +$1 per 1 on the pile.;;;+1;!+ $1-$4;!Self;;;;!+4;Empires/Farmers'_Market.jpg
Gladiator;Empires;Action;$3;+$2 Reveal a card from your hand. The player to your left may reveal a copy from their hand. If they don't, +$1 and trash a Gladiator from the Supply.;;;;+$2, !+$1;!1 Supply;;;;;Empires/Gladiator.jpg
Rocks;Empires;Treasure;$4;$1When you gain or trash this: If it's your Buy phase, gain a Silver onto your deck, otherwise gain a Silver to your hand.;;*(+1);;+$1;;;;*1;;Empires/Rocks.jpg
Sacrifice;Empires;Action;$4;Trash a card from your hand. If it's an... Action card, +2 Cards and +2 Actions Treasure card, +$2 Victory card, +2;!+2;!+2;;!+$2;1;;;;!+2;Empires/Sacrifice.jpg
Temple;Empires;Action - Gathering;$4;+1 Trash from 1 to 3 differently named cards from your hand. Add 1 to the Temple pile.When you gain this, take the from the Temple pile.;;;;;1-3;;;;+1 *+X;Empires/Temple.jpg
Villa;Empires;Action;$4;+2 Actions +1 Buy +$1When you gain this, put it into your hand, +1 Action, and if it's your Buy phase return to your Action phase.;+2 *+1;*(+Self);+1;+$1;;;;;;Empires/Villa.jpg
Archive;Empires;Action - Duration;$5;+1 Action Set aside the top 3 cards of your deck face down (you may look at them). Now and at the start of your next two turns, put one into your hand.;+1;+1, N +1, NN +1;;;;;;;;Empires/Archive.jpg
Bustling Village;Empires;Action;$5;+1 Card +3 Actions Look through your discard pile. You may reveal a Settlers from it and put it into your hand.;+3;+1, +1?;;;;;;;;Empires/Bustling_Village.jpg
Capital;Empires;Treasure;$5;$6 +1 BuyWhen you discard this from play, take 6D, and then you may pay off D.;;;+1;+$6, *+$;;;;;;Empires/Capital.jpg
Charm;Empires;Treasure;$5;"Choose one: +1 Buy and +$2; or the next time you gain a card this turn, you may also gain a differently named card with the same cost.";;;+1?;+$2?;;;;1?;;Empires/Charm.jpg
Crown;Empires;Action - Treasure;$5;If it's your Action phase, you may play an Action from your hand twice. If it's your Buy phase, you may play a Treasure from your hand twice.;!P2?;;;!P2?;;;;;;Empires/Crown.jpg
Emporium;Empires;Action;$5;+1 Card +1 Action +$1When you gain this, if you have at least 5 Action cards in play, +2 .;+1;+1;;+$1;;;;;*+2;Empires/Emporium.jpg
Forum;Empires;Action;$5;+3 Cards +1 Action Discard 2 cards.When you gain this, +1 Buy.;+1;+3, -2;*+1;;;;;;;Empires/Forum.jpg
Groundskeeper;Empires;Action;$5;+1 Card +1 Action This turn, when you gain a Victory card, +1 .;+1;+1;;;;;;;+X;Empires/Groundskeeper.jpg
Legionary;Empires;Action - Attack;$5;+$3 You may reveal a Gold from your hand. If you do, each other player discards down to 2 cards in hand, then draws a card.;;;;+$3;;;;;;Empires/Legionary.jpg
Plunder;Empires;Treasure;$5;$2 +1;;;;+$2;;;;;+1;Empires/Plunder.jpg
Wild Hunt;Empires;Action - Gathering;$5;"Choose one: +3 Cards and add 1 to the Wild Hunt pile; or gain an Estate, and if you do, take the from the pile.";;+3?;;;;;;1?;(1 ?), +X;Empires/Wild_Hunt.jpg
Fortune;Empires;Treasure;$8 8D;+1 Buy Double your $ if you haven't yet this turn.When you gain this, gain a Gold per Gladiator you have in play.;;;+1;!$x2;;;;*X;;Empires/Fortune.jpg
Humble Castle;Empires;Treasure - Victory - Castle;$3;$1Worth 1 per Castle you have.;;;;+$1;;;;;X;Empires/Humble_Castle.jpg
Crumbling Castle;Empires;Victory - Castle;$4;1 When you gain or trash this, +1 and gain a Silver.;;;;;;;;*1;1 *+1;Empires/Crumbling_Castle.jpg
Small Castle;Empires;Action - Victory - Castle;$5;Trash this or a Castle from your hand. If you do, gain a Castle.2;;;;;1 or Self?;;;1;2 , (X );Empires/Small_Castle.jpg
Haunted Castle;Empires;Victory - Castle;$6;2 When you gain this during your turn, gain a Gold, and each other player with 5 or more cards in hand puts 2 of them onto their deck.;;;;;;;;*1;2;Empires/Haunted_Castle.jpg
Opulent Castle;Empires;Action - Victory - Castle;$7;Discard any number of Victory cards, revealed. +$2 per card discarded.3;;-X;;+$2xX;;;;;3;Empires/Opulent_Castle.jpg
Sprawling Castle;Empires;Victory - Castle;$8;4 When you gain this, gain a Duchy or 3 Estates.;;;;;;;;*1 or 3;4 *(3 );Empires/Sprawling_Castle.jpg
Grand Castle;Empires;Victory - Castle;$9;5 When you gain this, reveal your hand. +1 per Victory card in your hand and/or in play.;;;;;;;;;5 *+X;Empires/Grand_Castle.jpg
King's Castle;Empires;Victory - Castle;$10;Worth 2 per Castle you have.;;;;;;;;;X;Empires/King's_Castle.jpg
Triumph;Empires;Event;5D;Gain an Estate. If you did, +1 per card you've gained this turn.;;;;;;;;1;(1 ), +X;Empires/Triumph.jpg
Annex;Empires;Event;8D;Look through your discard pile. Shuffle all but up to 5 cards from it into your deck. Gain a Duchy.;;;;;;;;1;(3 );Empires/Annex.jpg
Donate;Empires;Event;8D;At the start of your next turn, first, put your deck and discard pile into your hand, trash any number of cards from it, then shuffle the rest into your deck and draw 5 cards.;;N -X, N +5;;;X;;;;;Empires/Donate.jpg
Advance;Empires;Event;$0;You may trash an Action card from your hand. If you do, gain an Action card costing up to $6.;;;;;1?;;;!1;;Empires/Advance.jpg
Delve;Empires;Event;$2;+1 Buy Gain a Silver.;;;+1;;;;;1;;Empires/Delve.jpg
Tax;Empires;Event;$2;Add 2D to a Supply pile.Setup: Add 1D to each Supply pile. When a player gains a card in their Buy phase, they take the D from its pile.;;;;;;;;;;Empires/Tax.jpg
Banquet;Empires;Event;$3;Gain 2 Coppers and a non-Victory card costing up to $5.;;;;;;;2Self;3;;Empires/Banquet.jpg
Ritual;Empires;Event;$4;Gain a Curse. If you do, trash a card from your hand. +1 per $1 it cost.;;;;;1;;Self;1;(-1 ), +X;Empires/Ritual.jpg
Salt the Earth;Empires;Event;$4;+1 Trash a Victory card from the Supply.;;;;;1 Supply;;;;+1;Empires/Salt_the_Earth.jpg
Wedding;Empires;Event;$4 3D;+1 Gain a Gold.;;;;;;;;1;+1;Empires/Wedding.jpg
Windfall;Empires;Event;$5;If your deck and discard pile are empty, gain 3 Golds.;;;;;;;;!3;;Empires/Windfall.jpg
Conquest;Empires;Event;$6;Gain 2 Silvers. +1 per Silver you've gained this turn.;;;;;;;;2;+X;Empires/Conquest.jpg
Dominate;Empires;Event;$14;Gain a Province. If you do, +9 .;;;;;;;;1;(6 ), !+9;Empires/Dominate.jpg
Aqueduct;Empires;Landmark;;When you gain a Treasure, move 1 from its pile to this. When you gain a Victory card, take the from this.Setup: Put 8 on the Silver and Gold piles.;;;;;;;;;+X;Empires/Aqueduct.jpg
Arena;Empires;Landmark;;At the start of your Buy phase, you may discard an Action card. If you do, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Arena.jpg
Bandit Fort;Empires;Landmark;;When scoring, –2 for each Silver and each Gold you have.;;;;;;;;;-X;Empires/Bandit_Fort.jpg
Basilica;Empires;Landmark;;When you gain a card in your Buy phase, if you have $2 or more, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Basilica.jpg
Battlefield;Empires;Landmark;;When you gain a Victory card, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Battlefield.jpg
Baths;Empires;Landmark;;When you end your turn without having gained a card, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Baths.jpg
Colonnade;Empires;Landmark;;When you gain an Action card in your Buy phase, if you have a copy of it in play, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Colonnade.jpg
Defiled Shrine;Empires;Landmark;;When you gain an Action, move 1 from its pile to this.  When you gain a Curse in your Buy phase, take the from this.Setup: Put 2 on each non-Gathering Action Supply pile.;;;;;;;;;+X;Empires/Defiled_Shrine.jpg
Fountain;Empires;Landmark;;When scoring, 15 if you have at least 10 Coppers.;;;;;;;;;!15;Empires/Fountain.jpg
Keep;Empires;Landmark;;When scoring, 5 per differently named Treasure you have, that you have more copies of than each other player, or tied for most.;;;;;;;;;X;Empires/Keep.jpg
Labyrinth;Empires;Landmark;;When you gain a 2nd card in one of your turns, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Labyrinth.jpg
Mountain Pass;Empires;Landmark;;When you are the first player to gain a Province, each player bids once, up to 40D, ending with you. High bidder gets +8 and takes the D they bid.;;;;;;;;;!+8;Empires/Mountain_Pass.jpg
Museum;Empires;Landmark;;When scoring, 2 per differently named card you have.;;;;;;;;;X;Empires/Museum.jpg
Obelisk;Empires;Landmark;;When scoring, 2 per card you have from the chosen pile.Setup: Choose a random Action Supply pile.;;;;;;;;;X;Empires/Obelisk.jpg
Orchard;Empires;Landmark;;When scoring, 4 per differently named Action card you have 3 or more copies of.;;;;;;;;;X;Empires/Orchard.jpg
Palace;Empires;Landmark;;When scoring, 3 per set you have of Copper - Silver - Gold.;;;;;;;;;X;Empires/Palace.jpg
Tomb;Empires;Landmark;;When you trash a card, +1 .;;;;;;;;;+1;Empires/Tomb.jpg
Tower;Empires;Landmark;;When scoring, 1 per non-Victory card you have from an empty Supply pile.;;;;;;;;;X;Empires/Tower.jpg
Triumphal Arch;Empires;Landmark;;When scoring, 3 per copy you have of the 2nd most common Action card among your cards (if it’s a tie, count either).;;;;;;;;;X;Empires/Triumphal_Arch.jpg
Wall;Empires;Landmark;;When scoring, –1 per card you have after the first 15.;;;;;;;;;-X;Empires/Wall.jpg
Wolf Den;Empires;Landmark;;When scoring, –3 per card you have exactly one copy of.;;;;;;;;;-X;Empires/Wolf_Den.jpg
Druid;Nocturne;Action - Fate;$2;+1 Buy Receive one of the set-aside Boons (leaving it there).Setup: Set aside the top 3 Boons face up.;;;+1;;;;;;;Nocturne/Druid.jpg
Faithful Hound;Nocturne;Action - Reaction;$2;+2 CardsWhen you discard this other than during Clean-up, you may set it aside, and put it into your hand at end of turn.;;+2 (N +Self);;;;;;;;Nocturne/Faithful_Hound.jpg
Guardian;Nocturne;Night - Duration;$2;At the start of your next turn, +$1.  Until then, when another player plays an Attack card, it doesn't affect you.This is gained to your hand (instead of your discard pile).;;*(+Self);;N +$1;;;;;;Nocturne/Guardian.jpg
Monastery;Nocturne;Night;$2;For each card you've gained this turn, you may trash a card from your hand or a Copper you have in play.;;;;;X;;;;;Nocturne/Monastery.jpg
Pixie;Nocturne;Action - Fate;$2;+1 Card +1 Action Discard the top Boon. You may trash this to receive that Boon twice. Heirloom: Goat;+1;+1;;;Self?;;;;;Nocturne/Pixie.jpg
Tracker;Nocturne;Action - Fate;$2;+$1 This turn, when you gain a card, you may put it onto your deck. Receive a Boon. Heirloom: Pouch;;;;+$1;;;;;;Nocturne/Tracker.jpg
Changeling;Nocturne;Night;$3;Trash this. Gain a copy of a card you have in play.In games using this, when you gain a card costing $3 or more, you may exchange it for a Changeling.;;;;;Self;;;1 *Self;;Nocturne/Changeling.jpg
Fool;Nocturne;Action - Fate;$3;If you aren't the player with Lost in the Woods: take it, take 3 Boons, and receive the Boons in any order. Heirloom: Lucky Coin;;;;;;;;;;Nocturne/Fool.jpg
Ghost Town;Nocturne;Night - Duration;$3;At the start of your next turn, +1 Card and +1 Action.This is gained to your hand (instead of your discard pile).;N +1;*(+Self) N +1;;;;;;;;Nocturne/Ghost_Town.jpg
Leprechaun;Nocturne;Action - Doom;$3;Gain a Gold. If you have exactly 7 cards in play, gain a Wish. Otherwise, receive a Hex.;;;;;;;;1, 1?;;Nocturne/Leprechaun.jpg
Night Watchman;Nocturne;Night;$3;Look at the top 5 cards of your deck, discard any number, and put the rest back in any order.This is gained to your hand (instead of your discard pile).;;*(+Self);;;;;;;;Nocturne/Night_Watchman.jpg
Secret Cave;Nocturne;Action - Duration;$3;+1 Card +1 Action You may discard 3 cards. If you did, then at the start of your next turn, +$3. Heirloom: Magic Lamp;+1;+1, -3?;;!N +$3;;;;;;Nocturne/Secret_Cave.jpg
Bard;Nocturne;Action - Fate;$4;+$2 Receive a Boon.;;;;+$2;;;;;;Nocturne/Bard.jpg
Blessed Village;Nocturne;Action - Fate;$4;+1 Card +2 ActionsWhen you gain this, take a Boon. Receive it now or at the start of your next turn.;+2;+1;;;;;;;;Nocturne/Blessed_Village.jpg
Cemetery;Nocturne;Victory;$4;2 When you gain this, trash up to 4 cards from your hand. Heirloom: Haunted Mirror;;;;;*0-4;;;;2;Nocturne/Cemetery.jpg
Conclave;Nocturne;Action;$4;+$2 You may play an Action card from your hand that you don't have a copy of in play. If you do, +1 Action.;P1?, +1?;;;+$2;;;;;;Nocturne/Conclave.jpg
Devil's Workshop;Nocturne;Night;$4;"If the number of cards you've gained this turn is: 2+, gain an Imp; 1, gain a card costing up to $4; 0, gain a Gold.";;;;;;;;1;;Nocturne/Devil's_Workshop.jpg
Exorcist;Nocturne;Night;$4;Trash a card from your hand. Gain a cheaper Spirit from one of the Spirit piles.;;;;;1;;;1;;Nocturne/Exorcist.jpg
Necromancer;Nocturne;Action;$4;Choose a face up, non-Duration Action card in the trash. Turn it face down for the turn, and play it, leaving it there.Setup: Put the 3 Zombies into the trash.;(P1);;;;;;;;;Nocturne/Necromancer.jpg
Shepherd;Nocturne;Action;$4;+1 Action Discard any number of Victory cards, revealing them. +2 Cards per card discarded. Heirloom: Pasture;+1;-X, +2X;;;;;;;;Nocturne/Shepherd.jpg
Skulk;Nocturne;Action - Attack - Doom;$4;+1 Buy Each other player receives the next Hex.When you gain this, gain a Gold.;;;+1;;;;;*1;;Nocturne/Skulk.jpg
Cobbler;Nocturne;Night - Duration;$5;At the start of your next turn, gain a card to your hand costing up to $4.;;(+1);;;;;;N 1;;Nocturne/Cobbler.jpg
Crypt;Nocturne;Night - Duration;$5;Set aside any number of non-Duration Treasures you have in play, face down (under this). While any remain, at the start of each of your turns, put one of them into your hand.;;N +1, NN +1 ...;;;;;;;;Nocturne/Crypt.jpg
Cursed Village;Nocturne;Action - Doom;$5;+2 Actions Draw until you have 6 cards in hand.When you gain this, receive a Hex.;+2;=6;;;;;;;;Nocturne/Cursed_Village.jpg
Den of Sin;Nocturne;Night - Duration;$5;At the start of your next turn, +2 Cards.This is gained to your hand (instead of your discard pile).;;*(+Self) N +2;;;;;;;;Nocturne/Den_of_Sin.jpg
Idol;Nocturne;Treasure - Attack - Fate;$5;"$2 If you have an odd number of Idols in play (counting this), receive a Boon; otherwise, each other player gains a Curse.";;;;+$2;;;!1;;;Nocturne/Idol.jpg
Pooka;Nocturne;Action;$5;You may trash a Treasure other than Cursed Gold from your hand, for +4 Cards. Heirloom: Cursed Gold;;!+4;;;1?;;;;;Nocturne/Pooka.jpg
Sacred Grove;Nocturne;Action - Fate;$5;+1 Buy +$3 Receive a Boon. If it doesn't give +$1, each other player may receive it.;;;+1;+$3;;;;;;Nocturne/Sacred_Grove.jpg
Tormentor;Nocturne;Action - Attack - Doom;$5;+$2 If you have no other cards in play, gain an Imp. Otherwise, each other player receives the next Hex.;;;;+$2;;;;!1;;Nocturne/Tormentor.jpg
Tragic Hero;Nocturne;Action;$5;+3 Cards +1 Buy If you have 8 or more cards in hand (after drawing), trash this and gain a Treasure.;;+3;+1;;!Self;;;!1;;Nocturne/Tragic_Hero.jpg
Vampire;Nocturne;Night - Attack - Doom;$5;Each other player receives the next Hex. Gain a card costing up to $5 other than a Vampire. Exchange this for a Bat.;;;;;Self;;;2;;Nocturne/Vampire.jpg
Werewolf;Nocturne;Action - Night - Attack - Doom;$5;If it's your Night phase, each other player receives the next Hex. Otherwise, +3 Cards.;;!+3;;;;;;;;Nocturne/Werewolf.jpg
Raider;Nocturne;Night - Duration - Attack;$6;Each other player with 5 or more cards in hand discards a copy of a card you have in play (or reveals they can't). At the start of your next turn, +$3.;;;;N +$3;;;;;;Nocturne/Raider.jpg
Will-o'-Wisp;Nocturne;Action - Spirit;$0*;+1 Card +1 Action Reveal the top card of your deck. If it costs $2 or less, put it into your hand. (This is not in the Supply.);+1;+1, !+1;;;;;;;;Nocturne/Will-o'-Wisp.jpg
Wish;Nocturne;Action;$0*;+1 Action Return this to its pile. If you did, gain a card to your hand costing up to $6. (This is not in the Supply.);+1;(+1);;;Self;;;!1;;Nocturne/Wish.jpg
