Name;Expansion;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;ImagePath;IsLandscape;IsOtherThing;IsInSupply;ParentPile;IsExtendedLandscape;IsPartOfSplitPile;IsRealSupplyCard;village_quality;draw_quality;thinning_quality;gain_quality;attack_quality;altvp_quality;interactivity_quality;village_types;draw_types;thinning_types;gain_types;attack_types;altvp_types;CardAmount;WikiLink;Extra Components;has_extra_components
Plunder;Empires;['Treasure'];$5;$2 +1;;;;+$2;;;;;+1;Empires/Plunder.jpg;False;False;False;Encampment/Plunder;False;True;True;0;0;0;0;0;2;0;[];[];[];[];[];['VP Chips'];5;https://wiki.dominionstrategy.com/index.php/Plunder;['VP mats', 'VP tokens'];True
Wild Hunt;Empires;['Action', 'Gathering'];$5;"Choose one: +3 Cards and add 1 to the Wild Hunt pile; or gain an Estate, and if you do, take the from the pile.";;+3?;;;;;;1?;(1 ?), +X;Empires/Wild_Hunt.jpg;False;False;True;;False;False;True;0;2;0;1;0;2;2;[];['Smithy'];[];['Specific'];[];['VP Chips'];10;https://wiki.dominionstrategy.com/index.php/Wild_Hunt;['VP mats', 'VP tokens'];True
Fortune;Empires;['Treasure'];$8 8D;+1 Buy Double your $ if you haven't yet this turn.When you gain this, gain a Gold per Gladiator you have in play.;;;+1;!$x2;;;;*X;;Empires/Fortune.jpg;False;False;False;Gladiator/Fortune;False;True;True;0;0;0;2;0;0;0;[];[];[];['Buys'];[];[];5;https://wiki.dominionstrategy.com/index.php/Fortune;['Debt tokens'];True
Humble Castle;Empires;['Treasure', 'Victory', 'Castle'];$3;$1Worth 1 per Castle you have.;;;;+$1;;;;;X;Empires/Humble_Castle.jpg;False;False;False;Castles;False;True;True;0;0;0;0;0;1;0;[];[];[];[];[];['Scaling'];1*;https://wiki.dominionstrategy.com/index.php/Humble_Castle;[];False
Crumbling Castle;Empires;['Victory', 'Castle'];$4;1 When you gain or trash this, +1 and gain a Silver.;;;;;;;;*1;1 *+1;Empires/Crumbling_Castle.jpg;False;False;False;Castles;False;True;True;0;0;0;1;0;1;0;[];[];[];['Specific'];[];['Plain', 'VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Crumbling_Castle;['VP mats', 'VP tokens'];True
Small Castle;Empires;['Action', 'Victory', 'Castle'];$5;Trash this or a Castle from your hand. If you do, gain a Castle.2;;;;;1 or Self?;;;1;2 , (X );Empires/Small_Castle.jpg;False;False;False;Castles;False;True;True;0;0;1;1;0;1;0;[];[];['Remodel*'];['Specific'];[];['Plain'];1*;https://wiki.dominionstrategy.com/index.php/Small_Castle;['Trash mat'];True
Haunted Castle;Empires;['Victory', 'Castle'];$6;2 When you gain this during your turn, gain a Gold, and each other player with 5 or more cards in hand puts 2 of them onto their deck.;;;;;;;;*1;2;Empires/Haunted_Castle.jpg;False;False;False;Castles;False;True;True;0;0;0;0;1;1;2;[];[];[];[];['Indirect'];['Plain'];1;https://wiki.dominionstrategy.com/index.php/Haunted_Castle;[];False
Opulent Castle;Empires;['Action', 'Victory', 'Castle'];$7;Discard any number of Victory cards, revealed. +$2 per card discarded.3;;-X;;+$2xX;;;;;3;Empires/Opulent_Castle.jpg;False;False;False;Castles;False;True;True;0;0;0;0;0;1;0;[];[];[];[];[];['Plain'];1*;https://wiki.dominionstrategy.com/index.php/Opulent_Castle;[];False
Sprawling Castle;Empires;['Victory', 'Castle'];$8;4 When you gain this, gain a Duchy or 3 Estates.;;;;;;;;*1 or 3;4 *(3 );Empires/Sprawling_Castle.jpg;False;False;False;Castles;False;True;True;0;0;0;1;0;1;0;[];[];[];['Specific'];[];['Plain'];1;https://wiki.dominionstrategy.com/index.php/Sprawling_Castle;[];False
Grand Castle;Empires;['Victory', 'Castle'];$9;5 When you gain this, reveal your hand. +1 per Victory card in your hand and/or in play.;;;;;;;;;5 *+X;Empires/Grand_Castle.jpg;False;False;False;Castles;False;True;True;0;0;0;0;0;1;0;[];[];[];[];[];['Plain', 'VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Grand_Castle;['VP mats', 'VP tokens'];True
King's Castle;Empires;['Victory', 'Castle'];$10;Worth 2 per Castle you have.;;;;;;;;;X;Empires/King's_Castle.jpg;False;False;False;Castles;False;True;True;0;0;0;0;0;1;0;[];[];[];[];[];['Scaling'];1*;https://wiki.dominionstrategy.com/index.php/King's_Castle;[];False
Triumph;Empires;['Event'];5D;Gain an Estate. If you did, +1 per card you've gained this turn.;;;;;;;;1;(1 ), +X;Empires/Triumph.jpg;True;False;False;;True;False;False;0;0;0;0;0;3;0;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Triumph;['Debt tokens', 'VP mats', 'VP tokens'];True
Annex;Empires;['Event'];8D;Look through your discard pile. Shuffle all but up to 5 cards from it into your deck. Gain a Duchy.;;;;;;;;1;(3 );Empires/Annex.jpg;True;False;False;;True;False;False;0;0;0;0;0;0;0;[];[];[];[];[];[];1;https://wiki.dominionstrategy.com/index.php/Annex;['Debt tokens'];True
Donate;Empires;['Event'];8D;At the start of your next turn, first, put your deck and discard pile into your hand, trash any number of cards from it, then shuffle the rest into your deck and draw 5 cards.;;N -X, N +5;;;X;;;;;Empires/Donate.jpg;True;False;False;;True;False;False;0;0;3;0;0;0;0;[];[];['Any'];[];[];[];1;https://wiki.dominionstrategy.com/index.php/Donate;['Debt tokens', 'Trash mat'];True
Advance;Empires;['Event'];$0;You may trash an Action card from your hand. If you do, gain an Action card costing up to $6.;;;;;1?;;;!1;;Empires/Advance.jpg;True;False;False;;True;False;False;0;0;1;0;0;0;0;[];[];['Action', 'Remodel*'];[];[];[];1;https://wiki.dominionstrategy.com/index.php/Advance;['Trash mat'];True
Delve;Empires;['Event'];$2;+1 Buy Gain a Silver.;;;+1;;;;;1;;Empires/Delve.jpg;True;False;False;;True;False;False;0;0;0;1;0;0;0;[];[];[];['Specific'];[];[];1;https://wiki.dominionstrategy.com/index.php/Delve;[];False
Tax;Empires;['Event'];$2;Add 2D to a Supply pile.Setup: Add 1D to each Supply pile. When a player gains a card in their Buy phase, they take the D from its pile.;;;;;;;;;;Empires/Tax.jpg;True;False;False;;True;False;False;0;0;0;0;0;0;3;[];[];[];[];[];[];1;https://wiki.dominionstrategy.com/index.php/Tax;['Debt tokens'];True
Banquet;Empires;['Event'];$3;Gain 2 Coppers and a non-Victory card costing up to $5.;;;;;;;2Self;3;;Empires/Banquet.jpg;True;False;False;;True;False;False;0;0;0;1;0;0;0;[];[];[];['Specific'];[];[];1;https://wiki.dominionstrategy.com/index.php/Banquet;[];False
Ritual;Empires;['Event'];$4;Gain a Curse. If you do, trash a card from your hand. +1 per $1 it cost.;;;;;1;;Self;1;(-1 ), +X;Empires/Ritual.jpg;True;False;False;;True;False;False;0;0;1;1;0;1;0;[];[];['Any', 'Remodel*'];['Remodel*'];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Ritual;['Trash mat', 'VP mats', 'VP tokens'];True
Salt the Earth;Empires;['Event'];$4;+1 Trash a Victory card from the Supply.;;;;;1 Supply;;;;+1;Empires/Salt_the_Earth.jpg;True;False;False;;True;False;False;0;0;0;0;0;1;1;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Salt_the_Earth;['VP mats', 'VP tokens'];True
Wedding;Empires;['Event'];$4 3D;+1 Gain a Gold.;;;;;;;;1;+1;Empires/Wedding.jpg;True;False;False;;True;False;False;0;0;0;0;0;1;0;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Wedding;['Debt tokens', 'VP mats', 'VP tokens'];True
Windfall;Empires;['Event'];$5;If your deck and discard pile are empty, gain 3 Golds.;;;;;;;;!3;;Empires/Windfall.jpg;True;False;False;;True;False;False;0;0;0;1;0;0;0;[];[];[];['Specific'];[];[];1;https://wiki.dominionstrategy.com/index.php/Windfall;[];False
Conquest;Empires;['Event'];$6;Gain 2 Silvers. +1 per Silver you've gained this turn.;;;;;;;;2;+X;Empires/Conquest.jpg;True;False;False;;True;False;False;0;0;0;1;0;2;0;[];[];[];['Specific'];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Conquest;['VP mats', 'VP tokens'];True
Dominate;Empires;['Event'];$14;Gain a Province. If you do, +9 .;;;;;;;;1;(6 ), !+9;Empires/Dominate.jpg;True;False;False;;True;False;False;0;0;0;0;0;3;0;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Dominate;['VP mats', 'VP tokens'];True
Aqueduct;Empires;['Landmark'];;When you gain a Treasure, move 1 from its pile to this. When you gain a Victory card, take the from this.Setup: Put 8 on the Silver and Gold piles.;;;;;;;;;+X;Empires/Aqueduct.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;2;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Aqueduct;['VP mats', 'VP tokens'];True
Arena;Empires;['Landmark'];;At the start of your Buy phase, you may discard an Action card. If you do, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Arena.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;1;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Arena;['VP mats', 'VP tokens'];True
Bandit Fort;Empires;['Landmark'];;When scoring, –2 for each Silver and each Gold you have.;;;;;;;;;-X;Empires/Bandit_Fort.jpg;True;False;False;;True;False;False;0;0;0;0;0;1;0;[];[];[];[];[];['Scaling'];1;https://wiki.dominionstrategy.com/index.php/Bandit_Fort;[];False
Basilica;Empires;['Landmark'];;When you gain a card in your Buy phase, if you have $2 or more, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Basilica.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;1;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Basilica;['VP mats', 'VP tokens'];True
Battlefield;Empires;['Landmark'];;When you gain a Victory card, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Battlefield.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;1;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Battlefield;['VP mats', 'VP tokens'];True
Baths;Empires;['Landmark'];;When you end your turn without having gained a card, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Baths.jpg;True;False;False;;True;False;False;0;0;0;0;0;1;1;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Baths;['VP mats', 'VP tokens'];True
Colonnade;Empires;['Landmark'];;When you gain an Action card in your Buy phase, if you have a copy of it in play, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Colonnade.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Colonnade;['VP mats', 'VP tokens'];True
Defiled Shrine;Empires;['Landmark'];;When you gain an Action, move 1 from its pile to this.  When you gain a Curse in your Buy phase, take the from this.Setup: Put 2 on each non-Gathering Action Supply pile.;;;;;;;;;+X;Empires/Defiled_Shrine.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;2;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Defiled_Shrine;['VP mats', 'VP tokens'];True
Fountain;Empires;['Landmark'];;When scoring, 15 if you have at least 10 Coppers.;;;;;;;;;!15;Empires/Fountain.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['Plain'];1;https://wiki.dominionstrategy.com/index.php/Fountain;[];False
Keep;Empires;['Landmark'];;When scoring, 5 per differently named Treasure you have, that you have more copies of than each other player, or tied for most.;;;;;;;;;X;Empires/Keep.jpg;True;False;False;;True;False;False;0;0;0;0;0;3;2;[];[];[];[];[];['Special'];1;https://wiki.dominionstrategy.com/index.php/Keep;[];False
Labyrinth;Empires;['Landmark'];;When you gain a 2nd card in one of your turns, take 2 from here.Setup: Put 6 here per player.;;;;;;;;;+2;Empires/Labyrinth.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;1;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Labyrinth;['VP mats', 'VP tokens'];True
Mountain Pass;Empires;['Landmark'];;When you are the first player to gain a Province, each player bids once, up to 40D, ending with you. High bidder gets +8 and takes the D they bid.;;;;;;;;;!+8;Empires/Mountain_Pass.jpg;True;False;False;;True;False;False;0;0;0;0;0;1;2;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Mountain_Pass;['Debt tokens', 'VP mats', 'VP tokens'];True
Museum;Empires;['Landmark'];;When scoring, 2 per differently named card you have.;;;;;;;;;X;Empires/Museum.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['Plain'];1;https://wiki.dominionstrategy.com/index.php/Museum;[];False
Obelisk;Empires;['Landmark'];;When scoring, 2 per card you have from the chosen pile.Setup: Choose a random Action Supply pile.;;;;;;;;;X;Empires/Obelisk.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['Plain'];1;https://wiki.dominionstrategy.com/index.php/Obelisk;[];False
Orchard;Empires;['Landmark'];;When scoring, 4 per differently named Action card you have 3 or more copies of.;;;;;;;;;X;Empires/Orchard.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['Scaling'];1;https://wiki.dominionstrategy.com/index.php/Orchard;[];False
Palace;Empires;['Landmark'];;When scoring, 3 per set you have of Copper - Silver - Gold.;;;;;;;;;X;Empires/Palace.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['Scaling'];1;https://wiki.dominionstrategy.com/index.php/Palace;[];False
Tomb;Empires;['Landmark'];;When you trash a card, +1 .;;;;;;;;;+1;Empires/Tomb.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['VP Chips'];1;https://wiki.dominionstrategy.com/index.php/Tomb;['VP mats', 'VP tokens'];True
Tower;Empires;['Landmark'];;When scoring, 1 per non-Victory card you have from an empty Supply pile.;;;;;;;;;X;Empires/Tower.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['Scaling'];1;https://wiki.dominionstrategy.com/index.php/Tower;[];False
Triumphal Arch;Empires;['Landmark'];;When scoring, 3 per copy you have of the 2nd most common Action card among your cards (if it’s a tie, count either).;;;;;;;;;X;Empires/Triumphal_Arch.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['Scaling'];1;https://wiki.dominionstrategy.com/index.php/Triumphal_Arch;[];False
Wall;Empires;['Landmark'];;When scoring, –1 per card you have after the first 15.;;;;;;;;;-X;Empires/Wall.jpg;True;False;False;;True;False;False;0;0;0;0;0;3;0;[];[];[];[];[];['Scaling'];1;https://wiki.dominionstrategy.com/index.php/Wall;[];False
Wolf Den;Empires;['Landmark'];;When scoring, –3 per card you have exactly one copy of.;;;;;;;;;-X;Empires/Wolf_Den.jpg;True;False;False;;True;False;False;0;0;0;0;0;2;0;[];[];[];[];[];['Special'];1;https://wiki.dominionstrategy.com/index.php/Wolf_Den;[];False
Druid;Nocturne;['Action', 'Fate'];$2;+1 Buy Receive one of the set-aside Boons (leaving it there).Setup: Set aside the top 3 Boons face up.;;;+1;;;;;;;Nocturne/Druid.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Buys', 'Boons'];[];[];10;https://wiki.dominionstrategy.com/index.php/Druid;"['Boons', ""Will-o'-Wisp""]";True
Faithful Hound;Nocturne;['Action', 'Reaction'];$2;+2 CardsWhen you discard this other than during Clean-up, you may set it aside, and put it into your hand at end of turn.;;+2 (N +Self);;;;;;;;Nocturne/Faithful_Hound.jpg;False;False;True;;False;False;True;0;1;0;0;0;0;1;[];['Moat'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Faithful_Hound;[];False
Guardian;Nocturne;['Night', 'Duration'];$2;At the start of your next turn, +$1.  Until then, when another player plays an Attack card, it doesn't affect you.This is gained to your hand (instead of your discard pile).;;*(+Self);;N +$1;;;;;;Nocturne/Guardian.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;2;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Guardian;[];False
Monastery;Nocturne;['Night'];$2;For each card you've gained this turn, you may trash a card from your hand or a Copper you have in play.;;;;;X;;;;;Nocturne/Monastery.jpg;False;False;True;;False;False;True;0;0;2;0;0;0;0;[];[];['Any'];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Monastery;['Trash mat'];True
Pixie;Nocturne;['Action', 'Fate'];$2;+1 Card +1 Action Discard the top Boon. You may trash this to receive that Boon twice. Heirloom: Goat;+1;+1;;;Self?;;;;;Nocturne/Pixie.jpg;False;False;True;;False;False;True;0;0;0;1;0;0;1;[];[];[];['Boons'];[];[];10;https://wiki.dominionstrategy.com/index.php/Pixie;"['Boons', 'Goat', ""Will-o'-Wisp""]";True
Tracker;Nocturne;['Action', 'Fate'];$2;+$1 This turn, when you gain a card, you may put it onto your deck. Receive a Boon. Heirloom: Pouch;;;;+$1;;;;;;Nocturne/Tracker.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Buys', 'Boons'];[];[];10;https://wiki.dominionstrategy.com/index.php/Tracker;"['Boons', 'Pouch', ""Will-o'-Wisp""]";True
Changeling;Nocturne;['Night'];$3;Trash this. Gain a copy of a card you have in play.In games using this, when you gain a card costing $3 or more, you may exchange it for a Changeling.;;;;;Self;;;1 *Self;;Nocturne/Changeling.jpg;False;False;True;;False;False;True;0;0;0;1;0;0;0;[];[];[];['Workshop*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Changeling;[];False
Fool;Nocturne;['Action', 'Fate'];$3;If you aren't the player with Lost in the Woods: take it, take 3 Boons, and receive the Boons in any order. Heirloom: Lucky Coin;;;;;;;;;;Nocturne/Fool.jpg;False;False;True;;False;False;True;0;0;0;1;0;0;2;[];[];[];['Specific', 'Boons'];[];[];10;https://wiki.dominionstrategy.com/index.php/Fool;"['Boons', 'Lost in the Woods', 'Lucky Coin', ""Will-o'-Wisp""]";True
Ghost Town;Nocturne;['Night', 'Duration'];$3;At the start of your next turn, +1 Card and +1 Action.This is gained to your hand (instead of your discard pile).;N +1;*(+Self) N +1;;;;;;;;Nocturne/Ghost_Town.jpg;False;False;True;;False;False;True;2;0;0;0;0;0;0;['Handsize-neutral'];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Ghost_Town;[];False
Leprechaun;Nocturne;['Action', 'Doom'];$3;Gain a Gold. If you have exactly 7 cards in play, gain a Wish. Otherwise, receive a Hex.;;;;;;;;1, 1?;;Nocturne/Leprechaun.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Specific', 'Workshop+*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Leprechaun;['Deluded', 'Envious', 'Hexes', 'Miserable', 'Twice Miserable', 'Wish'];True
Night Watchman;Nocturne;['Night'];$3;Look at the top 5 cards of your deck, discard any number, and put the rest back in any order.This is gained to your hand (instead of your discard pile).;;*(+Self);;;;;;;;Nocturne/Night_Watchman.jpg;False;False;True;;False;False;True;0;0;0;0;0;0;0;[];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Night_Watchman;[];False
Secret Cave;Nocturne;['Action', 'Duration'];$3;+1 Card +1 Action You may discard 3 cards. If you did, then at the start of your next turn, +$3. Heirloom: Magic Lamp;+1;+1, -3?;;!N +$3;;;;;;Nocturne/Secret_Cave.jpg;False;False;True;;False;False;True;0;0;0;1;0;0;0;[];[];[];['Specific*', 'Workshop+*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Secret_Cave;['Magic Lamp', 'Wish'];True
Bard;Nocturne;['Action', 'Fate'];$4;+$2 Receive a Boon.;;;;+$2;;;;;;Nocturne/Bard.jpg;False;False;True;;False;False;True;0;0;0;1;0;0;0;[];[];[];['Boons'];[];[];10;https://wiki.dominionstrategy.com/index.php/Bard;"['Boons', ""Will-o'-Wisp""]";True
Blessed Village;Nocturne;['Action', 'Fate'];$4;+1 Card +2 ActionsWhen you gain this, take a Boon. Receive it now or at the start of your next turn.;+2;+1;;;;;;;;Nocturne/Blessed_Village.jpg;False;False;True;;False;False;True;2;0;0;1;0;0;1;['Handsize-neutral'];[];[];['Boons'];[];[];10;https://wiki.dominionstrategy.com/index.php/Blessed_Village;"['Boons', ""Will-o'-Wisp""]";True
Cemetery;Nocturne;['Victory'];$4;2 When you gain this, trash up to 4 cards from your hand. Heirloom: Haunted Mirror;;;;;*0-4;;;;2;Nocturne/Cemetery.jpg;False;False;True;;False;False;True;0;0;2;0;0;2;0;[];[];['Any'];[];[];['Plain'];8*;https://wiki.dominionstrategy.com/index.php/Cemetery;['Ghost', 'Haunted Mirror', 'Trash mat'];True
Conclave;Nocturne;['Action'];$4;+$2 You may play an Action card from your hand that you don't have a copy of in play. If you do, +1 Action.;P1?, +1?;;;+$2;;;;;;Nocturne/Conclave.jpg;False;False;True;;False;False;True;2;0;0;0;0;0;0;['Handsize-decreasing'];[];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Conclave;[];False
Devil's Workshop;Nocturne;['Night'];$4;"If the number of cards you've gained this turn is: 2+, gain an Imp; 1, gain a card costing up to $4; 0, gain a Gold.";;;;;;;;1;;Nocturne/Devil's_Workshop.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Workshop', 'Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Devil's_Workshop;['Imp'];True
Exorcist;Nocturne;['Night'];$4;Trash a card from your hand. Gain a cheaper Spirit from one of the Spirit piles.;;;;;1;;;1;;Nocturne/Exorcist.jpg;False;False;True;;False;False;True;0;0;2;0;0;0;0;[];[];['Any'];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Exorcist;"['Ghost', 'Imp', 'Trash mat', ""Will-o'-Wisp""]";True
Necromancer;Nocturne;['Action'];$4;Choose a face up, non-Duration Action card in the trash. Turn it face down for the turn, and play it, leaving it there.Setup: Put the 3 Zombies into the trash.;(P1);;;;;;;;;Nocturne/Necromancer.jpg;False;False;True;;False;False;True;0;0;1;1;0;0;2;[];[];['Any', 'Remodel*', 'Action'];['Remodel*'];[];[];10;https://wiki.dominionstrategy.com/index.php/Necromancer;['Trash mat', 'Zombie Apprentice', 'Zombie Mason', 'Zombie Spy'];True
Shepherd;Nocturne;['Action'];$4;+1 Action Discard any number of Victory cards, revealing them. +2 Cards per card discarded. Heirloom: Pasture;+1;-X, +2X;;;;;;;;Nocturne/Shepherd.jpg;False;False;True;;False;False;True;0;2;0;0;0;2;0;[];['Lab'];[];[];[];['Scaling'];10;https://wiki.dominionstrategy.com/index.php/Shepherd;['Pasture'];True
Skulk;Nocturne;['Action', 'Attack', 'Doom'];$4;+1 Buy Each other player receives the next Hex.When you gain this, gain a Gold.;;;+1;;;;;*1;;Nocturne/Skulk.jpg;False;False;True;;False;False;True;0;0;0;2;2;0;2;[];[];[];['Buys'];['Doom'];[];10;https://wiki.dominionstrategy.com/index.php/Skulk;['Deluded', 'Envious', 'Hexes', 'Miserable', 'Twice Miserable'];True
Cobbler;Nocturne;['Night', 'Duration'];$5;At the start of your next turn, gain a card to your hand costing up to $4.;;(+1);;;;;;N 1;;Nocturne/Cobbler.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;0;[];[];[];['Workshop'];[];[];10;https://wiki.dominionstrategy.com/index.php/Cobbler;[];False
Crypt;Nocturne;['Night', 'Duration'];$5;Set aside any number of non-Duration Treasures you have in play, face down (under this). While any remain, at the start of each of your turns, put one of them into your hand.;;N +1, NN +1 ...;;;;;;;;Nocturne/Crypt.jpg;False;False;True;;False;False;True;0;1;0;0;0;0;0;[];['Special'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Crypt;[];False
Cursed Village;Nocturne;['Action', 'Doom'];$5;+2 Actions Draw until you have 6 cards in hand.When you gain this, receive a Hex.;+2;=6;;;;;;;;Nocturne/Cursed_Village.jpg;False;False;True;;False;False;True;2;2;0;0;0;0;0;['Handsize-neutral'];['DTX'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Cursed_Village;['Deluded', 'Envious', 'Hexes', 'Miserable', 'Twice Miserable'];True
Den of Sin;Nocturne;['Night', 'Duration'];$5;At the start of your next turn, +2 Cards.This is gained to your hand (instead of your discard pile).;;*(+Self) N +2;;;;;;;;Nocturne/Den_of_Sin.jpg;False;False;True;;False;False;True;0;2;0;0;0;0;0;[];['Lab'];[];[];[];[];10;https://wiki.dominionstrategy.com/index.php/Den_of_Sin;[];False
Idol;Nocturne;['Treasure', 'Attack', 'Fate'];$5;"$2 If you have an odd number of Idols in play (counting this), receive a Boon; otherwise, each other player gains a Curse.";;;;+$2;;;!1;;;Nocturne/Idol.jpg;False;False;True;;False;False;True;0;0;0;1;2;0;2;[];[];[];['Boons'];['Junking', 'Scoring'];[];10;https://wiki.dominionstrategy.com/index.php/Idol;"['Boons', ""Will-o'-Wisp""]";True
Pooka;Nocturne;['Action'];$5;You may trash a Treasure other than Cursed Gold from your hand, for +4 Cards. Heirloom: Cursed Gold;;!+4;;;1?;;;;;Nocturne/Pooka.jpg;False;False;True;;False;False;True;0;2;2;1;0;0;0;[];['On-trash'];['Treasure'];['Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Pooka;['Cursed Gold', 'Trash mat'];True
Sacred Grove;Nocturne;['Action', 'Fate'];$5;+1 Buy +$3 Receive a Boon. If it doesn't give +$1, each other player may receive it.;;;+1;+$3;;;;;;Nocturne/Sacred_Grove.jpg;False;False;True;;False;False;True;0;0;0;2;0;0;2;[];[];[];['Buys', 'Boons'];[];[];10;https://wiki.dominionstrategy.com/index.php/Sacred_Grove;"['Boons', ""Will-o'-Wisp""]";True
Tormentor;Nocturne;['Action', 'Attack', 'Doom'];$5;+$2 If you have no other cards in play, gain an Imp. Otherwise, each other player receives the next Hex.;;;;+$2;;;;!1;;Nocturne/Tormentor.jpg;False;False;True;;False;False;True;0;1;0;1;1;0;2;[];['Special', 'Lab*'];[];['Specific'];['Doom'];[];10;https://wiki.dominionstrategy.com/index.php/Tormentor;['Deluded', 'Envious', 'Hexes', 'Imp', 'Miserable', 'Twice Miserable'];True
Tragic Hero;Nocturne;['Action'];$5;+3 Cards +1 Buy If you have 8 or more cards in hand (after drawing), trash this and gain a Treasure.;;+3;+1;;!Self;;;!1;;Nocturne/Tragic_Hero.jpg;False;False;True;;False;False;True;0;2;0;2;0;0;0;[];['Smithy'];[];['Buys', 'Specific'];[];[];10;https://wiki.dominionstrategy.com/index.php/Tragic_Hero;[];False
Vampire;Nocturne;['Night', 'Attack', 'Doom'];$5;Each other player receives the next Hex. Gain a card costing up to $5 other than a Vampire. Exchange this for a Bat.;;;;;Self;;;2;;Nocturne/Vampire.jpg;False;False;True;;False;False;True;0;0;2;2;2;0;2;[];[];['Any', 'Remodel'];['Workshop+*'];['Doom'];[];10;https://wiki.dominionstrategy.com/index.php/Vampire;['Bat', 'Deluded', 'Envious', 'Hexes', 'Miserable', 'Trash mat', 'Twice Miserable'];True
Werewolf;Nocturne;['Action', 'Night', 'Attack', 'Doom'];$5;If it's your Night phase, each other player receives the next Hex. Otherwise, +3 Cards.;;!+3;;;;;;;;Nocturne/Werewolf.jpg;False;False;True;;False;False;True;0;2;0;0;2;0;2;[];['Smithy'];[];[];['Doom'];[];10;https://wiki.dominionstrategy.com/index.php/Werewolf;['Deluded', 'Envious', 'Hexes', 'Miserable', 'Twice Miserable'];True
