CSO1;CSO2;Rule
gatekeeper;villa;If you return to your Action phase using Villa, you get to choose whether you first resolve Villa or Gatekeeper.
gatekeeper;watchtower;If you gain an Action or Treasure that you do not have a copy of in Exile while under the Gatekeeper attack, you can choose to first react with Watchtower to topdeck or trash it, in which case you do not put it into Exile.
gatekeeper;way_of_the_chameleon;If you play Gatekeeper using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Gatekeeper.
gatekeeper;way_of_the_seal;If you gain an Action or Treasure that you do not have a copy of in Exile while under the Gatekeeper attack, you can choose to first topdeck it using Way of the Seal, in which case you do not put it into Exile.
gatekeeper;weaver;If you gain two Silvers using Weaver while under the Gatekeeper attack, if you don't already have a copy in Exile, you need to exile the first, but may discard the exiled copy along with the gain of the second.
gatekeeper;windfall;If you gain three Golds with Windfall while under the Gatekeeper attack, if you don't already have a copy in Exile, you need to exile the first, but may discard the exiled copy along with the gain of the last copy.
gatekeeper;wish;If you gain an Action or Treasure and put it in your hand using Wish while under the Gatekeeper attack, you still need to Exile it if you don't have a copy of it in Exile unless you somehow manage to play it during the on-gain-window (e.g. via City-State, or if it has a reaction that plays it, like Sheepdog or Berserker).
ghost;outpost;If you play an Outpost using Ghost, you will still only take one extra turn, but the Ghost will stay out with it anyways.
ghost;patron;If you reveal a Patron by playing Ghost, you will not get +1 Coffers since that happens during a Night (and not Action) phase.
ghost;reckless;When you play a Reckless card using Ghost, it is played four times (although technically, two of these times the initial instructions are only followed again, and it is not a 'play' for the purpose of e.g. Conspirator).
ghost;urchin;If you play an Urchin multiple times using Ghost, you may not trash this Urchin, since you need to play *another* attack card to be able to trash it.
ghost_town;graverobber;If you gain a Ghost Town using Graverobber, it is topdecked instead of being gained to your hand.
ghost_town;haunted_woods;If you buy a Ghost Town while under the Haunted Woods attack, you are forced to topdeck it (the Ghost Town) immediately.
ghost_town;insignia;If you gain a Ghost Town, you can decide whether to topdeck it using Insignia, or gain it to your hand.
ghost_town;invasion;If you gain a Ghost Town using Invasion, it is topdecked instead of being gained to your hand.
ghost_town;progress;If you gain a Ghost Town using Progress, it is topdecked instead of being gained to your hand.
ghost_town;royal_seal;If you gain a Ghost Town, you can decide whether to topdeck it using Royal Seal, or gain it to your hand.
ghost_town;sleigh;If you gain a Ghost Town, you can decide whether to topdeck it using Sleigh, or gain it to your hand.
ghost_town;tiara;If you gain a Ghost Town, you can decide whether to topdeck it using Tiara, or gain it to your hand.
ghost_town;tracker;If you gain a Ghost Town, you can decide whether to topdeck it using Tracker, or gain it to your hand.
ghost_town;trappers_lodge;If you gain a Ghost Town, you can decide whether to topdeck it using Trapper's Lodge, or gain it to your hand.
ghost_town;travelling_fair;If you gain a Ghost Town, you can decide whether to topdeck it using Travelling Fair, or gain it to your hand.
ghost_town;watchtower;If you gain a Ghost Town, you can decide whether to topdeck it using Watchtower, or gain it to your hand.
ghost_town;way_of_the_seal;If you gain a Ghost Town, you can decide whether to topdeck it using Way of the Seal, or gain it to your hand.
gladiator/fortune;lost_arts;You may put the + Action token on the Gladiator/Fortune pile using Lost Arts. This will affect all of its cards.
gladiator/fortune;market_square;If a Gladiator is trashed from the supply, since it is not one of your cards, you cannot react Market Square to gain a Gold.
gladiator/fortune;pathfinding;You may put the + Card token on the Gladiator/Fortune pile using Pathfinding. This will affect all of its cards.
gladiator/fortune;peasant;You may put any token on the Gladiator/Fortune pile using Teacher. This will affect all of its cards.
gladiator/fortune;plan;You may put the trashing token on the Gladiator/Fortune pile using Plan. This will affect all of its cards.
gladiator/fortune;populate;Buying Populate will gain the top card of the Gladiator/Fortune pile, even if it's not an Action card.
gladiator/fortune;seaway;You may put the + Buy token on the Gladiator/Fortune pile using Seaway. This will affect all of its cards.
gladiator/fortune;training;You may put the + $1 token on the Gladiator/Fortune pile using Training. This will affect all of its cards.
golem;stonemason;You may overpay with Potions when buying Stonemason to gain two Golems.
gondola;guildmaster;When you gain a Gondola and play a Guildmaster from your hand, you will receive a Favor due to the Gondola gain.
gondola;haggler;When you buy and gain a Gondola and play a Haggler from your hand, you will gain a card costing less than the Gondola.
gondola;haunted_woods;If you buy a Gondola while under the Haunted Woods attack, you can choose whether to first play an Action card from your hand and then topdeck, or whether to first topdeck your hand.
gondola;inventor;When you gain a Gondola with an Inventor and use its on-gain ability to play an Inventor from your hand, since the first Inventor is not resolved, its cost-reduction does not apply then.
gondola;kiln;When you gain a Gondola and play a Kiln from your hand, you will not be able to gain another Gondola due to Kiln's 'Next Time' wording. Instead, the next card you play will be subject to its effect.
gondola;livery;When you gain a Gondola and play a Livery from your hand, you will gain a Horse due to the Gondola gain.
gondola;mandarin;If you gain a Mandarin and have played Gondola before that, you put it on top of your deck, but the duration effect still persists.
gondola;search;When you gain the last Gondola and play a Search from your hand, you will not gain a Loot from the Gondola gain due to Search's 'Next Time' wording. [This used to be bugged in the TGG client, let us know if it's resolved!]
gondola;secluded_shrine;When you gain a Gondola and play a Secluded Shrine from your hand via its on-gain ability, you may not immediately trash two cards from your hand due Secluded Shrine's 'Next Time' wording.
governor;overlord;If you play Governor using Overlord, trashing an appropriate card from your hand, you can gain another Governor with it (despite Overlord saying 'leaving it there', as this just refers to the card moving into play).
grand_market;mint;"Coppers that were in play earlier in the turn but are removed are not a restriction for buying Grand Market; if you have 11 Coppers in play and 2 Buys, you could buy a Mint, trash all of your played Treasures, and then buy a Grand Market."
graverobber;guardian;If you gain a Guardian using Graverobber, it is topdecked instead of being gained to your hand.
graverobber;innovation;When you gain a card using Graverobber and immediately play it using Innovation, you will not be able to topdeck it.
graverobber;necromancer;If you use a Necromancer to play a card from the trash (turning it face down), then gain it with Graverobber, then trash it again, you may play it again with a subsequent Necromancer as it will be turned face up again.
graverobber;night_watchman;If you gain a Night Watchman using Graverobber, it is topdecked instead of being gained to your hand.
graverobber;overlord;If you play Graverobber using Overlord, trashing an appropriate card from your hand, you can gain another Graverobber with it (despite Overlord saying 'leaving it there', as this just refers to the card moving into play).
graverobber;rapid_expansion;When you gain a card using Graverobber, it will be gained on top of your deck and then be set aside if Rapid Expansion is active.
graverobber;rush;When you gain a card using Graverobber and immediately play it using Rush, you will not be able to topdeck it.
graverobber;siren;If you gain a Siren onto your deck using Graverobber, you still need to trash an Action card from your hand in order to not trash the Siren.
graverobber;townsfolk;If you play a Graverobber using Elder, you first try to gain a card costing $3-$6 from the trash (failing if there is no such card), and then trash an Action from your hand.
graverobber;villa;If you gain a Villa using Graverobber, it is first topdecked and then you put it into your hand.
groom;harsh_winter;When you gain Horses during your turn via groom while Harsh Winter is active, you add or remove Debt for the Horse pile.
groom;overlord;If you play Groom using Overlord, you can gain a Groom with it (despite Overlord saying 'leaving it there', as this just refers to the card moving into play).
grotto;way_of_the_chameleon;If you play Grotto using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Grotto.
guard_dog;old_witch;If an opponent plays Old Witch and you gain a Curse, you may react with Guard Dogs, and will be able to trash a Curse afterwards, even if you have only then drawn it.
guard_dog;way_of_the_butterfly;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Butterfly.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Butterfly."
guard_dog;way_of_the_camel;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Camel.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Camel."
guard_dog;way_of_the_chameleon;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Chameleon. Remember that +$ can't normally be used on other player's turns.
If you play Guard Dog using Way of the Chameleon, getting +$ instead of drawing cards, Guard Dog's condition will still be checked afterwards.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Chameleon."
guard_dog;way_of_the_frog;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Frog. Remember that + Action can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Frog."
guard_dog;way_of_the_goat;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Goat.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Goat."
guard_dog;way_of_the_horse;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Horse. Remember that + Action can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Horse."
guard_dog;way_of_the_mole;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Mole. Remember that + Action can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Mole."
guard_dog;way_of_the_monkey;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Monkey. Remember that +$ and + Buy can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Monkey."
guard_dog;way_of_the_mouse;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Mouse. Remember that +$ and + Action and + Buy can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Mouse."
guard_dog;way_of_the_mule;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Mule. Remember that +$ and + Action can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Mule."
guard_dog;way_of_the_otter;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Otter.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Otter."
guard_dog;way_of_the_owl;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Owl.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Owl."
guard_dog;way_of_the_ox;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Ox. Remember that + Action can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Ox."
guard_dog;way_of_the_pig;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Pig. Remember that + Action can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Pig."
guard_dog;way_of_the_rat;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Rat.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Rat."
guard_dog;way_of_the_seal;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Seal. Remember that +$ can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Seal."
guard_dog;way_of_the_sheep;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Sheep. Remember that +$ can't normally be used on other player's turns.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Sheep."
guard_dog;way_of_the_squirrel;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Squirrel.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Squirrel."
guard_dog;way_of_the_turtle;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Turtle.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Turtle."
guard_dog;way_of_the_worm;"When you react and play Guard Dog during another player's turn, you can decide to play it as Way of the Worm.
If you play an Attack card and your opponent reacts with a Guard Dog, you may then again choose whether to play the Attack normally, or using Way of the Worm."
guardian;haunted_woods;If you buy a Guardian while under the Haunted Woods attack, you are forced to topdeck it (the Guardian) immediately.
guardian;insignia;If you gain a Guardian, you can decide whether to topdeck it using Insignia, or gain it to your hand.
guardian;invasion;If you gain a Guardian using Invasion, it is topdecked instead of being gained to your hand.
guardian;progress;If you gain a Guardian using Progress, it is topdecked instead of being gained to your hand.
guardian;royal_seal;If you gain a Guardian, you can decide whether to topdeck it using Royal Seal, or gain it to your hand.
guardian;sleigh;If you gain a Guardian, you can decide whether to topdeck it using Sleigh, or gain it to your hand.
guardian;tiara;If you gain a Guardian, you can decide whether to topdeck it using Tiara, or gain it to your hand.
guardian;tracker;If you gain a Guardian, you can decide whether to topdeck it using Tracker, or gain it to your hand.
guardian;trappers_lodge;If you gain a Guardian, you can decide whether to topdeck it using Trapper's Lodge, or gain it to your hand.
guardian;travelling_fair;If you gain a Guardian, you can decide whether to topdeck it using Travelling Fair, or gain it to your hand.
guardian;watchtower;If you gain a Guardian, you can decide whether to topdeck it using Watchtower, or gain it to your hand.
guardian;way_of_the_seal;If you gain a Guardian, you can decide whether to topdeck it using Way of the Seal, or gain it to your hand.
guide;inheritance;If you set aside a Guide using Inheritance, your Estates only get the on-play-effect and never move to the Tavern mat.
guide;overlord;If you play a Guide using Overlord, you don't put anything onto your Tavern mat.
guide;prince;If you set aside a Guide with Prince and play it at the start of your turn, it will not move to the Tavern mat and just stay set-aside.
guide;summon;If you buy Summon to set aside a Guide and play it at the start of your next turn, you'll immediately be able to call it then.
guide;walled_village;Reserve cards such as Guide only count as being Actions in play if you called them, not if you play them to put them onto your Tavern mat.
guildmaster;innovation;When you gain a Guildmaster and play it immediately using Innovation, you receive a Favor from its gain.
guildmaster;rush;When you gain a Guildmaster and play it immediately using Rush, you receive a Favor from its gain.
guildmaster;spell_scroll;When you gain a Guildmaster and play it immediately using Spell Scroll, you receive a Favor from its gain.
haggler;innovation;When you buy and gain a Haggler and play it immediately using Innovation, you will gain a card costing less than it.
haggler;rush;When you buy and gain a Haggler and play it immediately using Rush, you will gain a card costing less than it.
haggler;spell_scroll;When you buy and gain a Haggler and play it immediately using Spell Scroll, you will gain a card costing less than it.
hammer;panic;When you discard Hammer from play while Panic is active, you return it to the top of the Loot pile. When discarding multiple, you get to choose the order.
harbor_village;league_of_shopkeepers;Even if an Action-Liaison (that normally doesn't give +$) you play after a Harbor Village yields +$1 through League of Shopkeepers, you don't get +$1 from Harbor Village.
harbor_village;merchant;If you play a Merchant after Harbor Village, you do not retroactively get +$1 from Harbor Village if you later play a Silver for the first time (barring some edge cases that involve immediately letting Merchant give +$ like e.g. Inspiring Merchant playing Black Market playing Silver).
harbor_village;teacher;If you have put the +Coin token on a card (that normally doesn't give +$) and play it after a Harbor Village, you don't get +$1 from Harbor Village.
harbor_village;training;If you have put the +Coin token on a card (that normally doesn't give +$) and play it after a Harbor Village, you don't get +$1 from Harbor Village.
harbor_village;way_of_the_chameleon;"If you play Harbor Village using Way of the Chameleon, you will first get +$1, +2 Actions, and if a card you play later gives you +$1 (such as another Chameleon'd Harbor Village), you draw a card.
Also, Harbor Village will not give you +$1 if you play a card as Way of the Chameleon that would give you +$ but no +Cards."
harbor_village;way_of_the_mouse;If you play a card as Way of the Mouse and get +$ because of that, you will never get +$1 from Harbor Village as Way of the Mouse plays another card.
harsh_winter;hermit;When you exchange a Hermit while Harsh Winter is active, Harsh Winter does not apply to the Madman pile. However, if you manage to somehow gain a Madman from the Trash (e.g. via Shaman or Lich) with Harsh Winter active, Debt is added or removed for that pile.
harsh_winter;hostelry;When you gain Horses during your turn via hostelry while Harsh Winter is active, you add or remove Debt for the Horse pile.
harsh_winter;invasion;When you gain a Loot via invasion during your turn while Harsh Winter is active, you add or remove Debt for the Loot pile.
harsh_winter;jewelled_egg;When you gain a Loot via jewelled_egg during your turn while Harsh Winter is active, you add or remove Debt for the Loot pile.
harsh_winter;joust;The Rewards are considered a single pile. Once Harsh Winter is active, when you gain a Reward during your turn, you add or remove Debt for the Reward pile.
harsh_winter;livery;When you gain Horses during your turn via livery while Harsh Winter is active, you add or remove Debt for the Horse pile.
harsh_winter;looting;When you gain a Loot via looting during your turn while Harsh Winter is active, you add or remove Debt for the Loot pile.
harsh_winter;paddock;When you gain Horses during your turn via paddock while Harsh Winter is active, you add or remove Debt for the Horse pile.
harsh_winter;page;When you exchange a Traveller such as Page while Harsh Winter is active, Harsh Winter does not apply to the Traveller pile. However, if you manage to somehow gain a Traveller from the Trash (e.g. via Shaman or Lich) with Harsh Winter active, Debt is added or removed for that pile, even if it's not a Supply pile. You get to decide (during setup) whether all of the non-Page Travellers are part of one pile or multiple piles for the purposes of Harsh Winter. On the TGG client, they are considered separate piles.
harsh_winter;peasant;When you exchange a Traveller such as Peasant while Harsh Winter is active, Harsh Winter does not apply to the Traveller pile. However, if you manage to somehow gain a Traveller from the Trash (e.g. via Shaman or Lich) with Harsh Winter active, Debt is added or removed for that pile, even if it's not a Supply pile. You get to decide (during setup) whether all of the non-Peasant Travellers are part of one pile or multiple piles for the purposes of Harsh Winter. On the TGG client, they are considered separate piles.
harsh_winter;peril;When you gain a Loot via peril during your turn while Harsh Winter is active, you add or remove Debt for the Loot pile.
harsh_winter;pickaxe;When you gain a Loot via pickaxe during your turn while Harsh Winter is active, you add or remove Debt for the Loot pile.
harsh_winter;pixie;When you somehow gain Pixie (e.g. via Shaman or Treasurer) during your turn while Harsh Winter is active, since it does not have a pile, you do not add or remove Debt anywhere.
harsh_winter;pooka;When you somehow gain Pooka (e.g. via Shaman or Treasurer) during your turn while Harsh Winter is active, since it does not have a pile, you do not add or remove Debt anywhere.
harsh_winter;possession;On a Possession turn, no player gains cards on their own turn, so Harsh Winter does not apply even if it's active.
harsh_winter;prosper;When you gain a Loot via prosper during your turn while Harsh Winter is active, you add or remove Debt for the Loot pile.
harsh_winter;sack_of_loot;When you gain a Loot via sack_of_loot during your turn while Harsh Winter is active, you add or remove Debt for the Loot pile.
harsh_winter;scrap;When you gain Horses during your turn via scrap while Harsh Winter is active, you add or remove Debt for the Horse pile.
harsh_winter;search;When you gain a Loot via search during your turn while Harsh Winter is active, you add or remove Debt for the Loot pile.
harsh_winter;secret_cave;When you somehow gain Secret Cave (e.g. via Shaman or Treasurer) during your turn while Harsh Winter is active, since it does not have a pile, you do not add or remove Debt anywhere.
harsh_winter;shepherd;When you somehow gain Shepherd (e.g. via Shaman or Treasurer) during your turn while Harsh Winter is active, since it does not have a pile, you do not add or remove Debt anywhere.
harsh_winter;sleigh;When you gain Horses during your turn via sleigh while Harsh Winter is active, you add or remove Debt for the Horse pile.
harsh_winter;stampede;When you gain Horses during your turn via stampede while Harsh Winter is active, you add or remove Debt for the Horse pile.
harsh_winter;supplies;When you gain Horses during your turn via supplies while Harsh Winter is active, you add or remove Debt for the Horse pile.
harsh_winter;tax;"While Harsh Winter is active, when you gain a card in your Buy phase, you can resolve Harsh Winter and Tax in either order. Usually you want to resolve Tax first: If the pile has D, your choices are: take the D with Tax and add 2D with Harsh Winter; or take the D with Harsh Winter and take 0D with Tax. If the pile has no D, your choices are: take 0D with Tax and then add 2D with Harsh Winter; or add 2D with Harsh Winter and then take the 2D with Tax."
harsh_winter;tournament;The Prizes are considered a single pile. Once Harsh Winter is active, when you gain a Prize during your turn, you add or remove Debt for the Prize pile.
harsh_winter;tracker;When you somehow gain Tracker (e.g. via Shaman or Treasurer) during your turn while Harsh Winter is active, since it does not have a pile, you do not add or remove Debt anywhere.
harsh_winter;trader;When you react a Trader to exchange a card you would gain with Silver while Harsh Winter is active, Harsh Winter does not apply to the Silver pile, but you still add or remove Debt for the original pile.
harsh_winter;vampire;When you exchange a Vampire while Harsh Winter is active, Harsh Winter does not apply to the Bat pile. However, if you manage to somehow gain a Bat from the Trash (e.g. via Shaman or Lich) with Harsh Winter active, Debt is added or removed for that pile.
harsh_winter;wealthy_village;When you gain a Loot via wealthy_village during your turn while Harsh Winter is active, you add or remove Debt for the Loot pile.
hasty;siren;If you gain a Siren and set it aside using Hasty, since it's set aside after being gained, it will stay there even if you fail to trash an Action.
hasty;spell_scroll;When you gain a Hasty card with Spell Scroll, you won't be able to play it this turn as it is set aside before that.
haunted_woods;hostelry;If you buy a Hostelry while under the Haunted Woods attack, you can choose whether to discard Treasures for Horses and then topdeck your hand, or to first topdeck the cards in your hand.
haunted_woods;marchland;If you buy a Marchland while under the Haunted Woods attack, you can choose whether to discard cards from your hand for $ from Marchland's on-gain effect, or to topdeck the cards in your hand.
haunted_woods;night_watchman;If you buy a Night Watchman while under the Haunted Woods attack, you are forced to topdeck it (the Night Watchman) immediately.
haunted_woods;sheepdog;If you buy a card with a Sheepdog in hand while under the Haunted Woods attack, you can choose to first play the Sheepdog and then topdeck your hand afterwards, or first topdeck your hand (including the Sheepdog).
haunted_woods;siren;If you buy a Siren while under the Haunted Woods attack, you can choose whether to first trash an Action from your hand, or whether to first topdeck your hand.
haunted_woods;souk;If you buy a Souk while under the Haunted Woods attack, you can choose whether to first trash up to two cards from your hand, or whether to first topdeck your hand.
haunted_woods;villa;If you buy a Villa while under the Haunted Woods attack, you can put it into your hand after topdecking it (and your hand).
haunted_woods;way_of_the_chameleon;If you play Haunted Woods using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Haunted Woods.
herbalist;reckless;[Only if Reckless is on a Treasure] If Reckless is on a Treasure and you played a Herbalist on a turn you play said Treasure, you may topdeck it before returning it to its pile, in which case you cannot return it to its pile.
hermit;launch;When you return to your Action phase using Launch, you are ending your Buy phase, so Hermit can trigger.
hermit;necromancer;If you play a Hermit from the trash using Necromancer, you cannot exchange the Hermit for a Madman, it will stay in the trash even if you don't gain any cards during your Buy phase.
hermit;overlord;If you play Hermit using Overlord, you can gain a Hermit with it (despite Overlord saying 'leaving it there', as this just refers to the card moving into play).
hermit;villa;When you return to your Action phase using Villa, you are ending your Buy phase but gain a card at the same time, so Hermit can't trigger. Hermit can still trigger at the end of a future buy phase.
highwayman;inspiring;[Only if Inspiring is on a Treasure] If you play an Inspiring Treasure as your first Treasure while under the Highwayman attack, you can still play a unique Action card with it.
highwayman;reckless;"[Only if Reckless is on a Treasure] If Reckless is on a Treasure and you are under Highwayman attack when you play said Treasure, you cannot return it to its pile, and it will be discarded normally during Clean-up.
[Only if Reckless is on Highwayman] If Highwayman is Reckless, it is returned to its pile at the start of the next turn (and then you get +6 Cards)."
highwayman;way_of_the_chameleon;If you play Highwayman using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your next turn, you will get the normal bonus from Highwayman.
hireling;mastermind;If you play Hireling at the start of your turn using Mastermind, you will draw three cards immediately.
hireling;piazza;If you play Hireling at the start of your turn using Piazza, you will draw a card immediately.
hireling;way_of_the_chameleon;If you play Hireling using Way of the Chameleon, remember that Way of the Chameleon only affects stuff happening *this turn*, so on your future turns you will get the normal bonus from Hireling.
horse;procession;When you play a Horse with Procession, you return it to its pile after its first play, so it doesn't get trashed. Nevertheless, you gain a card costing $1 more than it.
idol;landing_party;When you play Idol as the first card on your turn with Landing Parties set aside, you first finish resolving Idol before topdecking the Landing Parties.
improve;innovation;You can play cards you gain via an Improve trash using Innovation during your Clean-up phase. This might lead to weird effects such as Encampment immediately returning to its pile, and Crown being useless.
improve;trail;Trashing a Trail with Improve's ability will not trigger Trail's on-trash effect because the trashing occurs during Clean-up.
improve;walled_village;At the start of Clean-up, you may choose to resolve Improve's trashing first and only afterwards assess the amount of Action cards in play for Walled Village's topdecking.
infirmary;innovation;When you overpay for Infirmary, you choose between the effect of the overpay and Innovation triggering. If you choose Innovation, Infirmary's overpay will be unable to play itself any number of times (because Infirmary already moved). Innovation will also be unable to play Infirmary if you choose the overpay first, for the same reason.
infirmary;rush;When you overpay for Infirmary, you choose between the effect of the overpay and Rush triggering. If you choose Rush, Infirmary's overpay will be unable to play itself any number of times (because Infirmary already moved). Rush will also be unable to play Infirmary if you choose the overpay first, for the same reason.
inheritance;lost_arts;Even after buying Inheritance, you may not put the + Action token on the Estate pile using Lost Arts as it's not an Action supply pile.
inheritance;pathfinding;Even after buying Inheritance, you may not put the + Card token on the Estate pile using Pathfinding as it's not an Action supply pile.
inheritance;peasant;Even after buying Inheritance, you may not put any token on the Estate pile using Teacher as it's not natively an Action supply pile.
inheritance;plan;Even after buying Inheritance, you may not put the trashing token on the Estate pile using Plan as it's not an Action supply pile.
inheritance;populate;If you have bought Inheritance, you still will not gain an Estate from buying Populate since Populate only gains cards from Action Supply piles, and Estate is still just a Victory Supply pile.
inheritance;ratcatcher;If you set aside a Ratcatcher using Inheritance, your Estates only get the on-play-effect and never move to the Tavern mat.
inheritance;seaway;After buying Inheritance, you may gain an Estate and put your +Buy token on it using Seaway.
inheritance;training;Even after buying Inheritance, you may not put the + $1 token on the Estate pile using Training as it's not an Action supply pile.
inheritance;transmogrify;If you set aside a Transmogrify using Inheritance, your Estates only get the on-play-effect and never move to the Tavern mat.
inn;patron;If you gain an Inn during your Buy phase and reveal a Patron from your discard, you will not get +1 Coffers since it's not an Action phase.
innovation;insignia;When you gain a card, you can decide whether to immediately play it using Innovation, or topdeck it using Insignia.
innovation;invasion;When you gain a card using Invasion and immediately play it using Innovation, you will not be able to topdeck it.
innovation;inventor;When you play an Inventor to gain and play another Inventor immediately using Innovation, the cost of the cards will not yet be reduced as the first Inventor's 'gain a card costing up to $4' effect has not been resolved.
innovation;kiln;When you gain a Kiln and play it immediately using Innovation, you will not be able to gain another Kiln due to its 'Next Time' wording. Instead, the next card you play will be subject to its effect.
innovation;livery;When you gain a Livery and play it immediately using Innovation, you gain a Horse from its gain.
innovation;progress;When you gain a card while Progress is active, you get to choose between topdecking it and playing it immediately using Innovation (you can only do one).
innovation;royal_seal;When you gain a card, you can decide whether to immediately play it using Innovation, or topdeck it using Royal Seal.
innovation;search;When you gain the last Search and play it immediately using Innovation, it will not be trashed and you will not gain a Loot due to its 'Next Time' wording. [This used to be bugged in the TGG client, let us know if it's resolved!]
innovation;sheepdog;If you gain a card and use Sheepdog to cause a shuffle, you cannot play it using Innovation anymore (but you could choose to resolve the on-gain play first).
innovation;siren;If you gain a Siren and use Innovation to play the Siren, Siren no longer requires you to trash an Action card from your hand in order to not trash the Siren.
innovation;skirmisher;When you gain a Skirmisher and play it immediately using Innovation, its effect will trigger, causing your opponents to discard.
innovation;sleigh;When you gain a card, you can decide whether to immediately play it using Innovation, or topdeck it using Sleigh.
innovation;tiara;When you gain a card, you can decide whether to immediately play it using Innovation, or topdeck it using Tiara.
innovation;tracker;When you gain a card, you can decide whether to immediately play it using Innovation, or topdeck it using Tracker.
innovation;trail;If you gain a card and use Trail to cause a shuffle, you cannot play it using Innovation anymore (but you could choose to resolve the on-gain play first).
innovation;trappers_lodge;When you gain a card, you can decide whether to immediately play it using Innovation, or topdeck it using Trapper's Lodge.
innovation;travelling_fair;When you gain a card, you can decide whether to immediately play it using Innovation, or topdeck it using Travelling Fair.
innovation;watchtower;When you gain a card, you can decide whether to immediately play it using Innovation, or topdeck it using Watchtower.
innovation;way_of_the_seal;When you gain a card, you can decide whether to immediately play it using Innovation, or topdeck it using Way of the Seal.
insignia;night_watchman;If you gain a Night Watchman, you can decide whether to topdeck it using Insignia, or gain it to your hand.
insignia;panic;When you discard Insignia from play while Panic is active, you return it to the top of the Loot pile. When discarding multiple, you get to choose the order.
insignia;rapid_expansion;When you gain a card while Rapid Expansion is active, you can decide to topdeck it using Insignia instead of setting it aside.
insignia;rush;When you gain a card, you can decide whether to immediately play it using Rush, or topdeck it using Insignia.
insignia;siren;If you gain a Siren and choose to topdeck it using Insignia, you don't need to trash an Action card in order for it to stay in your deck.
insignia;villa;If you gain a Villa, you can decide whether to topdeck it using Insignia, or gain it to your hand. In any case, you will receive +1 Action and return to your Action phase if you're in your buy phase.
